distance,total_force
1708.1,3.85311
1707.89,3.84041
1707.69,3.82758
1707.5,3.81462
1707.31,3.80153
1707.13,3.78831
1706.95,3.77496
1706.78,3.76148
1706.62,3.74788
1706.47,3.73415
1706.32,3.72029
1706.18,3.70631
1706.04,3.6922
1705.91,3.67797
1705.79,3.66361
1705.68,3.64914
1705.57,3.63454
1705.47,3.61982
1705.37,3.60498
1705.29,3.59002
1705.21,3.57494
1705.13,3.55974
1705.07,3.54443
1705.01,3.529
1704.95,3.51345
1704.9,3.49779
1704.86,3.48201
1704.83,3.46612
1704.8,3.45012
1704.78,3.43401
1704.77,3.41779
1704.77,3.40145
1704.77,3.38501
1704.77,3.38249
1704.79,3.39888
1704.81,3.41517
1704.84,3.43134
1704.87,3.44741
1704.91,3.46336
1704.96,3.4792
1705.01,3.49492
1705.08,3.51053
1705.14,3.52603
1705.22,3.54141
1705.3,3.55667
1705.39,3.57181
1705.48,3.58683
1705.59,3.60174
1705.7,3.61653
1705.81,3.63119
1705.93,3.64573
1706.06,3.66015
1706.2,3.67445
1706.34,3.68862
1706.49,3.70267
1706.64,3.71659
1706.81,3.73039
1706.98,3.74406
1707.15,3.7576
1707.34,3.77102
1707.52,3.78431
1707.72,3.79746
1707.92,3.81049
1708.13,3.82339
1708.35,3.83616
1708.57,3.84879
1708.8,3.8613
1709.04,3.87367
1709.28,3.88591
1709.53,3.89802
1709.79,3.90999
1710.05,3.92183
1710.32,3.93353
1710.59,3.9451
1710.87,3.95653
1711.16,3.96783
1711.46,3.97899
1711.76,3.99001
1712.07,4.0009
1712.38,4.01165
1712.71,4.02226
1713.03,4.03273
1713.37,4.04307
1713.71,4.05327
1714.06,4.06332
1714.41,4.07324
1714.77,4.08302
1715.14,4.09266
1715.51,4.10215
1715.89,4.11151
1716.28,4.12073
1716.67,4.12981
1717.07,4.13874
1717.48,4.14754
1717.89,4.15619
1718.31,4.1647
1718.73,4.17307
1719.16,4.1813
1719.6,4.18939
1720.04,4.19734
1720.49,4.20514
1720.95,4.2128
1721.41,4.22032
1721.88,4.2277
1722.36,4.23494
1722.84,4.24203
1723.33,4.24899
1723.82,4.2558
1724.32,4.26247
1724.82,4.26899
1725.34,4.27538
1725.86,4.28162
1726.38,4.28773
1726.91,4.29369
1727.45,4.2995
1727.99,4.30518
1728.54,4.31072
1729.09,4.31612
1729.65,4.32137
1730.22,4.32648
1730.79,4.33146
1731.37,4.33629
1731.96,4.34098
1732.55,4.34554
1733.14,4.34995
1733.75,4.35423
1734.35,4.35836
1734.97,4.36236
1735.59,4.36622
1736.21,4.36994
1736.85,4.37352
1737.48,4.37696
1738.13,4.38027
1738.78,4.38344
1739.43,4.38647
1740.09,4.38937
1740.76,4.39213
1741.43,4.39475
1742.11,4.39724
1742.79,4.3996
1743.48,4.40182
1744.17,4.4039
1744.87,4.40586
1745.58,4.40767
1746.29,4.40936
1747.01,4.41091
1747.73,4.41234
1748.46,4.41363
1749.19,4.41479
1749.93,4.41582
1750.67,4.41672
1751.42,4.41749
1752.18,4.41813
1752.94,4.41864
1753.7,4.41903
1754.47,4.41928
1755.25,4.41941
1756.03,4.41942
1756.82,4.4193
1757.61,4.41905
1758.41,4.41868
1759.21,4.41819
1760.02,4.41757
1760.83,4.41683
1761.65,4.41596
1762.47,4.41498
1763.3,4.41387
1764.13,4.41265
1764.97,4.4113
1765.81,4.40984
1766.66,4.40825
1767.51,4.40655
1768.37,4.40473
1769.24,4.4028
1770.1,4.40075
1770.98,4.39858
1771.85,4.3963
1772.74,4.39391
1773.62,4.3914
1774.52,4.38878
1775.41,4.38605
1776.31,4.3832
1777.22,4.38025
1778.13,4.37719
1779.05,4.37402
1779.97,4.37074
1780.89,4.36735
1781.82,4.36385
1782.76,4.36025
1783.69,4.35655
1784.64,4.35274
1785.58,4.34882
1786.54,4.3448
1787.49,4.34068
1788.45,4.33646
1789.42,4.33214
1790.39,4.32771
1791.36,4.32319
1792.34,4.31857
1793.33,4.31385
1794.31,4.30903
1795.3,4.30412
1796.3,4.29911
1797.3,4.29401
1798.3,4.28881
1799.31,4.28352
1800.33,4.27813
1801.34,4.27266
1802.36,4.26709
1803.39,4.26143
1804.42,4.25569
1805.45,4.24985
1806.49,4.24393
1807.53,4.23792
1808.57,4.23182
1809.62,4.22564
1810.67,4.21937
1811.73,4.21302
1812.79,4.20658
1813.86,4.20006
1814.92,4.19346
1816,4.18678
1817.07,4.18002
1818.15,4.17318
1819.23,4.16626
1820.32,4.15926
1821.41,4.15219
1822.51,4.14504
1823.6,4.13781
1824.7,4.13051
1825.81,4.12314
1826.92,4.11569
1828.03,4.10817
1829.14,4.10058
1830.26,4.09291
1831.39,4.08518
1832.51,4.07738
1833.64,4.0695
1834.77,4.06157
1835.91,4.05356
1837.05,4.04549
1838.19,4.03735
1839.34,4.02914
1840.49,4.02088
1841.64,4.01255
1842.79,4.00415
1843.95,3.9957
1845.11,3.98718
1846.28,3.9786
1847.45,3.96997
1848.62,3.96127
1849.79,3.95252
1850.97,3.94371
1852.15,3.93484
1853.33,3.92592
1854.52,3.91694
1855.71,3.90791
1856.9,3.89882
1858.1,3.88968
1859.29,3.88049
1860.49,3.87125
1861.7,3.86195
1862.9,3.85261
1864.11,3.84321
1865.32,3.83377
1866.54,3.82428
1867.76,3.81474
1868.97,3.80516
1870.2,3.79552
1871.42,3.78585
1872.65,3.77613
1873.88,3.76636
1875.11,3.75655
1876.35,3.7467
1877.59,3.73681
1878.83,3.72688
1880.07,3.7169
1881.31,3.70689
1882.56,3.69683
1883.81,3.68674
1885.06,3.67661
1886.32,3.66644
1887.58,3.65624
1888.84,3.646
1890.1,3.63572
1891.36,3.62541
1892.63,3.61506
1893.89,3.60469
1895.17,3.59427
1896.44,3.58383
1897.71,3.57335
1898.99,3.56285
1900.27,3.55231
1901.55,3.54174
1902.83,3.53115
1904.12,3.52052
1905.4,3.50987
1906.69,3.49919
1907.98,3.48848
1909.28,3.47774
1910.57,3.46698
1911.87,3.4562
1913.17,3.44539
1914.47,3.43455
1915.77,3.4237
1917.07,3.41282
1918.38,3.40191
1919.69,3.39099
1921,3.38004
1922.31,3.36907
1923.62,3.35809
1924.94,3.34708
1926.25,3.33605
1927.57,3.325
1928.89,3.31394
1930.21,3.30286
1931.53,3.29176
1932.86,3.28064
1934.18,3.26951
1935.51,3.25836
1936.84,3.2472
1938.17,3.23602
1939.5,3.22483
1940.83,3.21363
1942.16,3.20241
1943.5,3.19117
1944.84,3.17993
1946.17,3.16867
1947.51,3.15741
1948.86,3.14613
1950.2,3.13484
1951.54,3.12354
1952.89,3.11223
1954.23,3.10091
1955.58,3.08958
1956.93,3.07825
1958.28,3.0669
1959.63,3.05555
1960.98,3.04419
1962.33,3.03283
1963.68,3.02146
1965.04,3.01008
1966.39,2.99869
1967.75,2.98731
1969.11,2.97591
1970.47,2.96452
1971.83,2.95312
1973.19,2.94171
1974.55,2.9303
1975.91,2.91889
1977.27,2.90748
1978.64,2.89606
1980,2.88465
1981.37,2.87323
1982.73,2.86181
1984.1,2.85039
1985.47,2.83897
1986.84,2.82755
1988.21,2.81613
1989.58,2.80471
1990.95,2.79329
1992.32,2.78188
1993.69,2.77046
1995.06,2.75905
1996.44,2.74764
1997.81,2.73623
1999.18,2.72483
2000.56,2.71342
2001.94,2.70203
2003.31,2.69063
2004.69,2.67924
2006.06,2.66786
2007.44,2.65647
2008.82,2.6451
2010.2,2.63373
2011.58,2.62236
2012.96,2.61101
2014.34,2.59965
2015.72,2.58831
2017.1,2.57697
2018.48,2.56563
2019.86,2.55431
2021.24,2.54299
2022.62,2.53168
2024,2.52038
2025.38,2.50909
2026.76,2.4978
2028.15,2.48652
2029.53,2.47526
2030.91,2.464
2032.29,2.45275
2033.68,2.44151
2035.06,2.43028
2036.44,2.41906
2037.83,2.40785
2039.21,2.39665
2040.59,2.38547
2041.98,2.37429
2043.36,2.36312
2044.74,2.35197
2046.13,2.34552
2047.51,2.35027
2048.89,2.35498
2050.28,2.35963
2051.66,2.36423
2053.04,2.36878
2054.42,2.37328
2055.81,2.37773
2057.19,2.38212
2058.57,2.38647
2059.95,2.39076
2061.34,2.39501
2062.72,2.3992
2064.1,2.40335
2065.48,2.40744
2066.86,2.41149
2068.24,2.41549
2069.62,2.41944
2071,2.42334
2072.38,2.42719
2073.76,2.431
2075.14,2.43476
2076.52,2.43847
2077.9,2.44214
2079.28,2.44575
2080.66,2.44933
2082.03,2.45285
2083.41,2.45633
2084.79,2.45977
2086.16,2.46316
2087.54,2.4665
2088.92,2.4698
2090.29,2.47305
2091.66,2.47627
2093.04,2.47943
2094.41,2.48256
2095.78,2.48564
2097.16,2.48867
2098.53,2.49167
2099.9,2.49462
2101.27,2.49753
2102.64,2.50039
2104.01,2.50322
2105.38,2.506
2106.74,2.50874
2108.11,2.51144
2109.48,2.5141
2110.84,2.51672
2112.21,2.5193
2113.57,2.52184
2114.93,2.52434
2116.3,2.5268
2117.66,2.52922
2119.02,2.5316
2120.38,2.53394
2121.74,2.53624
2123.1,2.53851
2124.46,2.54074
2125.81,2.54292
2127.17,2.54507
2128.53,2.54719
2129.88,2.54926
2131.23,2.5513
2132.59,2.55331
2133.94,2.55527
2135.29,2.5572
2136.64,2.55909
2137.99,2.56095
2139.34,2.56277
2140.68,2.56456
2142.03,2.56631
2143.38,2.56803
2144.72,2.56971
2146.06,2.57136
2147.4,2.57297
2148.75,2.57455
2150.09,2.5761
2151.42,2.57761
2152.76,2.57909
2154.1,2.58053
2155.44,2.58195
2156.77,2.58333
2158.1,2.58467
2159.44,2.58599
2160.77,2.58727
2162.1,2.58852
2163.43,2.58974
2164.75,2.59093
2166.08,2.59209
2167.41,2.59321
2168.73,2.59431
2170.05,2.59537
2171.37,2.59641
2172.69,2.59741
2174.01,2.59839
2175.33,2.59933
2176.65,2.60025
2177.96,2.60113
2179.28,2.60199
2180.59,2.60281
2181.9,2.60361
2183.21,2.60438
2184.52,2.60512
2185.83,2.60584
2187.13,2.60652
2188.44,2.60718
2189.74,2.60781
2191.04,2.60841
2192.34,2.60899
2193.64,2.60954
2194.94,2.61006
2196.24,2.61055
2197.53,2.61102
2198.83,2.61146
2200.12,2.61188
2201.41,2.61227
2202.7,2.61263
2203.99,2.61297
2205.27,2.61329
2206.56,2.61357
2207.84,2.61384
2209.12,2.61407
2210.4,2.61429
2211.68,2.61448
2212.96,2.61464
2214.23,2.61478
2215.51,2.6149
2216.78,2.61499
2218.05,2.61506
2219.32,2.61511
2220.59,2.61513
2221.85,2.61513
2223.12,2.6151
2224.38,2.61506
2225.64,2.61499
2226.9,2.6149
2228.16,2.61478
2229.42,2.61465
2230.67,2.61449
2231.92,2.61431
2233.17,2.61411
2234.42,2.61388
2235.67,2.61364
2236.92,2.61337
2238.16,2.61309
2239.4,2.61278
2240.65,2.61245
2241.89,2.6121
2243.12,2.61173
2244.36,2.61134
2245.59,2.61093
2246.82,2.6105
2248.05,2.61005
2249.28,2.60958
2250.51,2.60909
2251.74,2.60858
2252.96,2.60805
2254.18,2.60751
2255.4,2.60694
2256.62,2.60635
2257.83,2.60575
2259.05,2.60513
2260.26,2.60449
2261.47,2.60383
2262.68,2.60315
2263.89,2.60245
2265.09,2.60174
2266.29,2.60101
2267.49,2.60026
2268.69,2.5995
2269.89,2.59871
2271.09,2.59791
2272.28,2.59709
2273.47,2.59626
2274.66,2.59541
2275.85,2.59454
2277.03,2.59365
2278.22,2.59275
2279.4,2.59183
2280.58,2.5909
2281.75,2.58995
2282.93,2.58898
2284.1,2.588
2285.28,2.587
2286.45,2.58599
2287.61,2.58496
2288.78,2.58391
2289.94,2.58285
2291.1,2.58178
2292.26,2.58069
2293.42,2.57958
2294.58,2.57846
2295.73,2.57733
2296.88,2.57618
2298.03,2.57502
2299.18,2.57384
2300.32,2.57264
2301.47,2.57144
2302.61,2.57022
2303.75,2.56898
2304.88,2.56773
2306.02,2.56647
2307.15,2.5652
2308.28,2.56391
2309.41,2.5626
2310.53,2.56129
2311.66,2.55996
2312.78,2.55862
2313.9,2.55726
2315.02,2.55589
2316.13,2.55451
2317.24,2.55312
2318.35,2.55171
2319.46,2.55029
2320.57,2.54886
2321.67,2.54742
2322.78,2.54596
2323.88,2.54449
2324.97,2.54301
2326.07,2.54152
2327.16,2.54002
2328.25,2.5385
2329.34,2.53697
2330.43,2.53543
2331.51,2.53388
2332.6,2.53232
2333.67,2.53075
2334.75,2.52916
2335.83,2.52757
2336.9,2.52596
2337.97,2.52434
2339.04,2.52272
2340.11,2.52108
2341.17,2.51943
2342.23,2.51777
2343.29,2.51609
2344.35,2.51441
2345.4,2.51272
2346.45,2.51102
2347.5,2.50931
2348.55,2.50758
2349.6,2.50585
2350.64,2.50411
2351.68,2.50235
2352.72,2.50059
2353.75,2.49882
2354.79,2.49704
2355.82,2.49525
2356.85,2.49344
2357.87,2.49163
2358.9,2.48981
2359.92,2.48798
2360.94,2.48615
2361.96,2.4843
2362.97,2.48244
2363.98,2.48058
2364.99,2.4787
2366,2.47682
2367,2.47492
2368.01,2.47302
2369.01,2.47111
2370,2.46919
2371,2.46727
2371.99,2.46533
2372.98,2.46339
2373.97,2.46143
2374.96,2.45947
2375.94,2.4575
2376.92,2.45553
2377.9,2.45354
2378.87,2.45155
2379.85,2.44955
2380.82,2.44754
2381.79,2.44552
2382.75,2.4435
2383.71,2.44146
2384.68,2.43942
2385.63,2.43738
2386.59,2.43532
2387.54,2.43326
2388.49,2.43119
2389.44,2.42911
2390.39,2.42703
2391.33,2.42493
2392.27,2.42283
2393.21,2.42073
2394.14,2.41861
2395.08,2.41649
2396.01,2.41437
2396.94,2.41223
2397.86,2.41009
2398.78,2.40794
2399.7,2.40579
2400.62,2.40362
2401.54,2.40146
2402.45,2.39928
2403.36,2.3971
2404.27,2.39491
2405.17,2.39272
2406.08,2.39052
2406.98,2.38831
2407.87,2.38609
2408.77,2.38387
2409.66,2.38165
2410.55,2.37942
2411.44,2.37718
2412.32,2.37493
2413.2,2.37268
2414.08,2.37042
2414.96,2.36816
2415.83,2.36589
2416.7,2.36362
2417.57,2.36134
2418.44,2.35905
2419.3,2.35676
2420.16,2.35446
2421.02,2.35216
2421.87,2.34985
2422.73,2.34754
2423.58,2.34522
2424.42,2.34289
2425.27,2.34056
2426.11,2.33822
2426.95,2.33588
2427.79,2.33354
2428.62,2.33118
2429.45,2.32883
2430.28,2.32646
2431.11,2.3241
2431.93,2.32172
2432.75,2.31934
2433.57,2.31696
2434.39,2.31457
2435.2,2.31218
2436.01,2.30978
2436.82,2.30738
2437.62,2.30497
2438.42,2.30256
2439.22,2.30014
2440.02,2.29772
2440.81,2.29529
2441.61,2.29286
2442.39,2.29042
2443.18,2.28798
2443.96,2.28554
2444.74,2.28309
2445.52,2.28063
2446.3,2.27817
2447.07,2.27571
2447.84,2.27324
2448.6,2.27077
2449.37,2.26829
2450.13,2.26581
2450.89,2.26332
2451.64,2.26083
2452.4,2.25834
2453.15,2.25584
2453.9,2.25333
2454.64,2.25083
2455.38,2.24831
2456.12,2.2458
2456.86,2.24328
2457.59,2.24076
2458.32,2.23823
2459.05,2.2357
2459.78,2.23316
2460.5,2.23062
2461.22,2.22808
2461.94,2.22553
2462.65,2.22298
2463.36,2.22042
2464.07,2.21786
2464.78,2.2153
2465.48,2.21273
2466.18,2.21016
2466.88,2.20758
2467.57,2.20501
2468.26,2.20242
2468.95,2.19984
2469.64,2.19725
2470.32,2.19465
2471,2.19206
2471.68,2.18946
2472.36,2.18685
2473.03,2.18424
2473.7,2.18163
2474.37,2.17902
2475.03,2.1764
2475.69,2.17378
2476.35,2.17115
2477.01,2.16852
2477.66,2.16589
2478.31,2.16325
2478.96,2.16061
2479.6,2.15797
2480.24,2.15533
2480.88,2.15268
2481.52,2.15002
2482.15,2.14737
2482.78,2.14471
2483.4,2.14204
2484.03,2.13938
2484.65,2.13671
2485.27,2.13404
2485.88,2.13136
2486.5,2.12868
2487.11,2.126
2487.71,2.12331
2488.32,2.12063
2488.92,2.11793
2489.52,2.11524
2490.11,2.11254
2490.71,2.10984
2491.3,2.10714
2491.88,2.10443
2492.47,2.10172
2493.05,2.099
2493.63,2.09629
2494.2,2.09357
2494.78,2.09085
2495.35,2.08812
2495.91,2.08539
2496.48,2.08266
2497.04,2.07993
2497.6,2.07719
2498.15,2.07445
2498.71,2.0717
2499.26,2.06896
2499.8,2.06621
2500.35,2.06346
2500.89,2.0607
2501.43,2.05794
2501.96,2.05518
2502.49,2.05242
2503.02,2.04965
2503.55,2.04688
2504.07,2.04411
2504.59,2.04133
2505.11,2.03856
2505.63,2.03577
2506.14,2.03299
2506.65,2.0302
2507.15,2.02741
2507.66,2.02462
2508.16,2.02183
2508.65,2.01903
2509.15,2.01623
2509.64,2.01343
2510.13,2.01062
2510.61,2.00781
2511.1,2.005
2511.58,2.00219
2512.05,1.99937
2512.53,1.99655
2513,1.99373
2513.47,1.9909
2513.93,1.98807
2514.39,1.98524
2514.85,1.98241
2515.31,1.97957
2515.76,1.97673
2516.21,1.97389
2516.66,1.97105
2517.11,1.9682
2517.55,1.96535
2517.99,1.9625
2518.42,1.95965
2518.85,1.95679
2519.28,1.95393
2519.71,1.95106
2520.14,1.9482
2520.56,1.94533
2520.97,1.94246
2521.39,1.93959
2521.8,1.93671
2522.21,1.93383
2522.62,1.93095
2523.02,1.92807
2523.42,1.92518
2523.82,1.92229
2524.21,1.9194
2524.6,1.9165
2524.99,1.91361
2525.38,1.91071
2525.76,1.9078
2526.14,1.9049
2526.52,1.90199
2526.89,1.89908
2527.26,1.89617
2527.63,1.89325
2527.99,1.89033
2528.36,1.88741
2528.71,1.88449
2529.07,1.88156
2529.42,1.87863
2529.77,1.8757
2530.12,1.87277
2530.46,1.86983
2530.81,1.86689
2531.14,1.86395
2531.48,1.861
2531.81,1.85805
2532.14,1.8551
2532.47,1.85215
2532.79,1.8492
2533.11,1.84624
2533.43,1.84328
2533.74,1.84031
2534.05,1.83735
2534.36,1.83438
2534.66,1.83141
2534.97,1.82843
2535.26,1.82546
2535.56,1.82248
2535.85,1.81949
2536.14,1.81651
2536.43,1.81352
2536.72,1.81053
2537,1.80754
2537.27,1.80454
2537.55,1.80154
2537.82,1.79854
2538.09,1.79554
2538.36,1.79253
2538.62,1.78952
2538.88,1.78651
2539.14,1.78349
2539.39,1.78048
2539.64,1.77746
2539.89,1.77443
2540.14,1.77141
2540.38,1.76838
2540.62,1.76535
2540.86,1.76231
2541.09,1.75927
2541.32,1.75623
2541.55,1.75319
2541.77,1.75014
2541.99,1.7471
2542.21,1.74405
2542.42,1.74099
2542.64,1.73793
2542.85,1.73487
2543.05,1.73181
2543.26,1.72875
2543.46,1.72568
2543.65,1.72261
2543.85,1.71953
2544.04,1.71645
2544.23,1.71337
2544.41,1.71029
2544.59,1.7072
2544.77,1.70412
2544.95,1.70102
2545.12,1.69793
2545.29,1.69483
2545.46,1.69173
2545.62,1.68863
2545.78,1.68552
2545.94,1.68241
2546.1,1.6793
2546.25,1.67618
2546.4,1.67306
2546.54,1.66994
2546.69,1.66682
2546.83,1.66369
2546.96,1.66056
2547.1,1.65742
2547.23,1.65428
2547.35,1.65114
2547.48,1.648
2547.6,1.64485
2547.72,1.6417
2547.84,1.63855
2547.95,1.6354
2548.06,1.63224
2548.16,1.62907
2548.27,1.62591
2548.37,1.62274
2548.47,1.61957
2548.56,1.61639
2548.65,1.61321
2548.74,1.61003
2548.83,1.60685
2548.91,1.60366
2548.99,1.60047
2549.06,1.59727
2549.14,1.59407
2549.21,1.59087
2549.27,1.58767
2549.34,1.58446
2549.4,1.58125
2549.46,1.57803
2549.51,1.57482
2549.57,1.57159
2549.62,1.56837
2549.66,1.56514
2549.7,1.56191
2549.74,1.55867
2549.78,1.55543
2549.82,1.55219
2549.85,1.54895
2549.87,1.5457
2549.9,1.54244
2549.92,1.53919
2549.94,1.53593
2549.96,1.53266
2549.97,1.5294
2549.98,1.52612
2549.98,1.52285
2549.99,1.51957
2549.99,1.51629
2549.99,1.513
2549.98,1.50972
2549.97,1.51094
2549.96,1.51424
2549.95,1.51755
2549.93,1.52085
2549.91,1.52414
2549.89,1.52743
2549.86,1.53072
2549.83,1.53401
2549.8,1.53729
2549.76,1.54057
2549.72,1.54384
2549.68,1.54712
2549.64,1.55038
2549.59,1.55365
2549.54,1.55691
2549.48,1.56017
2549.43,1.56342
2549.37,1.56667
2549.31,1.56992
2549.24,1.57317
2549.17,1.57641
2549.1,1.57965
2549.02,1.58288
2548.95,1.58611
2548.86,1.58934
2548.78,1.59257
2548.69,1.59579
2548.6,1.59901
2548.51,1.60222
2548.41,1.60543
2548.32,1.60864
2548.21,1.61185
2548.11,1.61505
2548,1.61825
2547.89,1.62145
2547.77,1.62464
2547.66,1.62783
2547.54,1.63102
2547.41,1.6342
2547.29,1.63738
2547.16,1.64056
2547.03,1.64374
2546.89,1.64691
2546.75,1.65008
2546.61,1.65324
2546.47,1.6564
2546.32,1.65956
2546.17,1.66272
2546.01,1.66588
2545.86,1.66903
2545.7,1.67217
2545.53,1.67532
2545.37,1.67846
2545.2,1.6816
2545.03,1.68474
2544.85,1.68787
2544.68,1.691
2544.5,1.69413
2544.31,1.69725
2544.13,1.70037
2543.94,1.70349
2543.74,1.70661
2543.55,1.70972
2543.35,1.71283
2543.15,1.71594
2542.94,1.71905
2542.73,1.72215
2542.52,1.72525
2542.31,1.72834
2542.09,1.73144
2541.87,1.73453
2541.65,1.73762
2541.43,1.7407
2541.2,1.74378
2540.96,1.74686
2540.73,1.74994
2540.49,1.75301
2540.25,1.75609
2540.01,1.75915
2539.76,1.76222
2539.51,1.76528
2539.26,1.76834
2539,1.7714
2538.74,1.77446
2538.48,1.77751
2538.22,1.78056
2537.95,1.78361
2537.68,1.78665
2537.4,1.78969
2537.13,1.79273
2536.85,1.79577
2536.56,1.7988
2536.28,1.80183
2535.99,1.80486
2535.7,1.80789
2535.4,1.81091
2535.1,1.81393
2534.8,1.81695
2534.5,1.81997
2534.19,1.82298
2533.88,1.82599
2533.57,1.829
2533.26,1.832
2532.94,1.835
2532.62,1.838
2532.29,1.841
2531.96,1.844
2531.63,1.84699
2531.3,1.84998
2530.96,1.85296
2530.62,1.85595
2530.28,1.85893
2529.93,1.86191
2529.59,1.86489
2529.23,1.86786
2528.88,1.87083
2528.52,1.8738
2528.16,1.87677
2527.8,1.87973
2527.43,1.88269
2527.06,1.88565
2526.69,1.8886
2526.32,1.89156
2525.94,1.89451
2525.56,1.89746
2525.17,1.9004
2524.78,1.90335
2524.39,1.90629
2524,1.90922
2523.61,1.91216
2523.21,1.91509
2522.8,1.91802
2522.4,1.92095
2521.99,1.92387
2521.58,1.9268
2521.17,1.92972
2520.75,1.93263
2520.33,1.93555
2519.91,1.93846
2519.48,1.94137
2519.05,1.94428
2518.62,1.94718
2518.19,1.95008
