distance,acceleration_a,acceleration_b
1662.97,0.302972,0.000354734
1661.61,0.303467,0.000355313
1660.02,0.304047,0.000355992
1658.21,0.304713,0.000356772
1656.16,0.305465,0.000357653
1653.89,0.306306,0.000358638
1651.39,0.307236,0.000359726
1648.65,0.308256,0.000360921
1645.68,0.309369,0.000362224
1642.48,0.310575,0.000363636
1639.05,0.311878,0.000365161
1635.38,0.313278,0.000366801
1631.48,0.314778,0.000368557
1627.34,0.31638,0.000370433
1622.97,0.318088,0.000372433
1618.36,0.319904,0.000374558
1613.51,0.32183,0.000376814
1608.42,0.32387,0.000379203
1603.08,0.326029,0.00038173
1597.51,0.328308,0.000384399
1591.69,0.330713,0.000387214
1585.63,0.333248,0.000390182
1579.31,0.335917,0.000393307
1572.75,0.338725,0.000396595
1565.94,0.341678,0.000400053
1558.88,0.344781,0.000403686
1551.56,0.348041,0.000407503
1543.99,0.351464,0.00041151
1536.16,0.355057,0.000415717
1528.06,0.358827,0.000420132
1519.71,0.362783,0.000424764
1511.09,0.366934,0.000429624
1502.2,0.371288,0.000434722
1493.05,0.375857,0.000440071
1483.62,0.38065,0.000445683
1473.91,0.385679,0.000451571
1463.93,0.390958,0.000457752
1453.66,0.396499,0.000464239
1443.11,0.402317,0.000471052
1432.27,0.408429,0.000478208
1421.14,0.414851,0.000485727
1409.72,0.421602,0.000493632
1398,0.428703,0.000501946
1385.97,0.436175,0.000510695
1373.64,0.444043,0.000519907
1360.99,0.452333,0.000529613
1348.03,0.461074,0.000539847
1334.75,0.470296,0.000550644
1321.14,0.480034,0.000562046
1307.2,0.490326,0.000574097
1292.92,0.501213,0.000586844
1278.31,0.512742,0.000600343
1263.34,0.524962,0.000614651
1248.02,0.53793,0.000629834
1232.34,0.551708,0.000645966
1216.29,0.566364,0.000663126
1199.86,0.581976,0.000681405
1183.06,0.59863,0.000700905
1165.86,0.616423,0.000721737
1148.26,0.635463,0.00074403
1130.25,0.655872,0.000767926
1111.83,0.67779,0.000793589
1092.97,0.701374,0.000821201
1073.68,0.726802,0.000850974
1053.94,0.754281,0.000883148
1033.74,0.784047,0.000917999
1013.07,0.816371,0.000955846
991.915,0.851569,0.000997058
970.258,0.890008,0.00104206
948.088,0.932119,0.00109137
925.39,0.978406,0.00114556
902.148,1.02947,0.00120535
878.345,1.08602,0.00127157
853.964,1.14892,0.00134521
828.988,1.21919,0.00142749
803.397,1.2981,0.00151988
777.172,1.38718,0.00162418
750.295,1.48835,0.00174263
722.745,1.60398,0.00187801
694.505,1.73707,0.00203385
665.558,1.89146,0.00221461
635.89,2.07207,0.00242608
605.492,2.28534,0.00267579
574.366,2.53975,0.00297366
542.525,2.84662,0.00333295
510.005,3.22122,0.00377156
476.874,3.68435,0.00431382
443.257,4.2644,0.00499296
409.363,4.99979,0.00585399
375.539,5.94097,0.00695597
342.355,7.14852,0.00836983
310.721,8.67818,0.0101608
282.057,10.5316,0.0123309
258.43,12.5454,0.0146887
242.439,14.2549,0.0166903
236.531,14.9759,0.0175345
241.789,14.3316,0.0167801
257.244,12.6613,0.0148244
280.496,10.6492,0.0124686
308.925,8.77936,0.0102793
340.429,7.22964,0.00846481
373.551,6.00439,0.00703022
407.355,5.0492,0.00591184
441.256,4.30315,0.00503834
474.897,3.7151,0.00434982
508.06,3.24593,0.00380048
540.619,2.86672,0.0033565
572.502,2.55632,0.00299306
603.67,2.29916,0.00269196
634.111,2.08372,0.00243971
663.822,1.90137,0.00222621
692.811,1.74558,0.0020438
721.093,1.61134,0.00188663
748.683,1.49477,0.00175014
775.6,1.39282,0.00163077
801.862,1.30307,0.0015257
827.49,1.22361,0.00143266
852.502,1.15286,0.00134983
876.918,1.08956,0.00127571
900.754,1.03266,0.00120908
924.029,0.98129,0.00114894
946.759,0.934738,0.00109444
968.96,0.892396,0.00104486
990.646,0.853752,0.000999613
1011.83,0.818373,0.00095819
1032.53,0.785888,0.000920155
1052.76,0.755979,0.000885136
1072.53,0.728371,0.000852811
1091.84,0.702827,0.000822903
1110.72,0.679139,0.000795169
1129.17,0.657128,0.000769396
1147.2,0.636633,0.0007454
1164.82,0.617516,0.000723017
1182.05,0.599652,0.000702101
1198.88,0.582934,0.000682526
1215.32,0.567262,0.000664178
1231.4,0.552552,0.000646954
1247.1,0.538724,0.000630763
1262.44,0.52571,0.000615526
1277.43,0.513447,0.000601168
1292.07,0.501879,0.000587624
1306.36,0.490955,0.000574833
1320.32,0.480629,0.000562743
1333.95,0.470859,0.000551304
1347.25,0.461607,0.000540472
1360.23,0.452839,0.000530206
1372.89,0.444524,0.000520469
1385.25,0.436632,0.000511229
1397.29,0.429136,0.000502453
1409.03,0.422014,0.000494114
1420.47,0.415243,0.000486186
1431.62,0.408802,0.000478645
1442.48,0.402672,0.000471468
1453.04,0.396837,0.000464636
1463.32,0.39128,0.000458129
1473.32,0.385986,0.000451931
1483.05,0.380943,0.000446026
1492.49,0.376136,0.000440398
1501.66,0.371555,0.000435034
1510.57,0.367188,0.000429921
1519.2,0.363025,0.000425047
1527.57,0.359058,0.000420402
1535.68,0.355277,0.000415975
1543.53,0.351674,0.000411756
1551.12,0.348241,0.000407737
1558.45,0.344972,0.000403909
1565.53,0.341859,0.000400265
1572.35,0.338898,0.000396798
1578.93,0.336081,0.0003935
1585.25,0.333404,0.000390365
1591.33,0.330862,0.000387388
1597.17,0.328449,0.000384564
1602.76,0.326162,0.000381886
1608.1,0.323997,0.000379351
1613.21,0.32195,0.000376954
1618.07,0.320017,0.000374691
1622.7,0.318195,0.000372558
1627.09,0.316481,0.000370551
1631.24,0.314872,0.000368668
1635.15,0.313366,0.000366904
1638.83,0.31196,0.000365258
1642.28,0.310652,0.000363727
1645.49,0.30944,0.000362307
1648.47,0.308322,0.000360998
1651.22,0.307297,0.000359797
1653.74,0.306361,0.000358702
1656.03,0.305516,0.000357712
1658.09,0.304758,0.000356825
1659.91,0.304087,0.000356039
1661.51,0.303502,0.000355354
1662.88,0.303002,0.000354769
1664.03,0.302586,0.000354282
1664.94,0.302254,0.000353893
1665.63,0.302005,0.000353602
1666.08,0.301839,0.000353407
1666.31,0.301755,0.000353309
1666.32,0.301754,0.000353308
1666.09,0.301835,0.000353403
1665.64,0.301999,0.000353595
1664.96,0.302246,0.000353884
1664.05,0.302576,0.00035427
1662.92,0.302989,0.000354754
1661.55,0.303487,0.000355337
1659.96,0.30407,0.000356019
1658.14,0.304738,0.000356802
1656.09,0.305494,0.000357686
1653.81,0.306337,0.000358674
1651.29,0.30727,0.000359766
1648.55,0.308293,0.000360964
1645.58,0.309408,0.00036227
1642.37,0.310618,0.000363686
1638.93,0.311923,0.000365214
1635.26,0.313326,0.000366857
1631.35,0.31483,0.000368617
1627.2,0.316436,0.000370498
1622.82,0.318146,0.000372501
1618.2,0.319965,0.000374631
1613.34,0.321895,0.00037689
1608.25,0.323939,0.000379284
1602.91,0.326101,0.000381815
1597.32,0.328385,0.000384488
1591.5,0.330794,0.000387309
1585.42,0.333332,0.000390281
1579.11,0.336006,0.000393411
1572.54,0.338818,0.000396705
1565.72,0.341776,0.000400168
1558.65,0.344884,0.000403807
1551.32,0.348149,0.000407629
1543.74,0.351577,0.000411643
1535.9,0.355175,0.000415856
1527.8,0.358952,0.000420277
1519.44,0.362914,0.000424917
1510.81,0.367071,0.000429784
1501.91,0.371432,0.00043489
1492.75,0.376007,0.000440247
1483.31,0.380807,0.000445867
1473.6,0.385844,0.000451765
1463.6,0.391131,0.000457955
1453.33,0.396681,0.000464452
1442.77,0.402508,0.000471275
1431.92,0.408629,0.000478442
1420.78,0.415061,0.000485974
1409.35,0.421823,0.000493891
1397.62,0.428936,0.000502218
1385.58,0.43642,0.000510981
1373.24,0.444301,0.000520209
1360.58,0.452605,0.000529931
1347.61,0.46136,0.000540182
1334.32,0.470598,0.000550998
1320.7,0.480353,0.00056242
1306.75,0.490663,0.000574491
1292.46,0.50157,0.000587262
1277.84,0.51312,0.000600785
1262.86,0.525363,0.00061512
1247.53,0.538355,0.000630332
1231.83,0.55216,0.000646495
1215.77,0.566845,0.000663689
1199.34,0.582489,0.000682006
1182.51,0.599178,0.000701546
1165.3,0.617008,0.000722422
1147.69,0.636089,0.000744763
1129.67,0.656544,0.000768713
1111.23,0.678512,0.000794434
1092.37,0.702151,0.000822112
1073.06,0.727641,0.000851957
1053.31,0.755189,0.000884211
1033.1,0.785032,0.000919152
1012.41,0.817442,0.000957099
991.236,0.852736,0.000998424
969.563,0.891285,0.00104356
947.377,0.933519,0.00109301
924.662,0.979948,0.00114737
901.402,1.03117,0.00120735
877.581,1.08791,0.00127378
853.182,1.15103,0.00134768
828.187,1.22155,0.00143025
802.576,1.30076,0.00152299
776.331,1.39019,0.0016277
749.433,1.49178,0.00174664
721.861,1.60791,0.00188261
693.599,1.74161,0.00203916
664.629,1.89675,0.0022208
634.938,2.07829,0.00243336
604.518,2.29272,0.00268442
573.369,2.54859,0.00298401
541.506,2.85735,0.00334552
508.964,3.2344,0.00378699
475.816,3.70076,0.00433302
442.186,4.28507,0.00501716
408.288,5.02614,0.00588484
374.475,5.97479,0.00699556
341.323,7.19178,0.00842048
309.758,8.73218,0.010224
281.219,10.5944,0.0124045
257.792,12.6075,0.0147615
242.087,14.2964,0.0167389
236.526,14.9766,0.0175353
242.132,14.291,0.0167326
257.875,12.5994,0.014752
281.329,10.5862,0.0123948
309.884,8.72509,0.0102158
341.458,7.1861,0.00841383
374.614,5.97035,0.00699037
408.429,5.02268,0.00588079
442.326,4.28236,0.00501399
475.955,3.6986,0.0043305
509.1,3.23267,0.00378497
541.639,2.85594,0.00334387
573.499,2.54744,0.00298266
604.645,2.29175,0.00268329
635.062,2.07748,0.00243241
664.75,1.89606,0.00221999
693.717,1.74102,0.00203847
721.977,1.60739,0.00188201
749.545,1.49133,0.00174612
776.441,1.3898,0.00162724
802.683,1.30041,0.00152258
828.291,1.22125,0.00142989
853.284,1.15075,0.00134735
877.681,1.08767,0.00127349
901.499,1.03095,0.00120709
924.757,0.979747,0.00114713
947.469,0.933337,0.0010928
969.653,0.891119,0.00104336
991.324,0.852585,0.000998247
1012.5,0.817303,0.000956937
1033.18,0.784904,0.000919002
1053.39,0.755071,0.000884073
1073.14,0.727532,0.00085183
1092.45,0.70205,0.000821994
1111.31,0.678419,0.000794325
1129.75,0.656457,0.000768611
1147.77,0.636008,0.000744669
1165.37,0.616932,0.000722334
1182.58,0.599107,0.000701463
1199.4,0.582423,0.000681928
1215.84,0.566783,0.000663617
1231.9,0.552102,0.000646427
1247.59,0.538301,0.000630268
1262.92,0.525312,0.00061506
1277.9,0.513072,0.000600729
1292.52,0.501525,0.000587209
1306.81,0.49062,0.000574441
1320.76,0.480312,0.000562372
1334.37,0.470559,0.000550953
1347.66,0.461324,0.00054014
1360.63,0.452571,0.000529891
1373.29,0.444269,0.000520171
1385.63,0.43639,0.000510946
1397.66,0.428907,0.000502184
1409.4,0.421796,0.000493859
1420.83,0.415035,0.000485943
1431.97,0.408604,0.000478413
1442.81,0.402484,0.000471248
1453.37,0.396658,0.000464426
1463.64,0.39111,0.00045793
1473.63,0.385824,0.000451741
1483.35,0.380788,0.000445845
1492.78,0.375989,0.000440225
1501.95,0.371414,0.000434869
1510.84,0.367054,0.000429764
1519.47,0.362898,0.000424898
1527.83,0.358937,0.00042026
1535.93,0.355161,0.00041584
1543.77,0.351564,0.000411627
1551.35,0.348136,0.000407614
1558.67,0.344872,0.000403793
1565.74,0.341765,0.000400154
1572.56,0.338808,0.000396692
1579.13,0.335995,0.000393399
1585.45,0.333323,0.00039027
1591.52,0.330785,0.000387298
1597.34,0.328376,0.000384478
1602.93,0.326093,0.000381806
1608.26,0.323932,0.000379275
1613.36,0.321888,0.000376882
1618.22,0.319959,0.000374623
1622.84,0.318141,0.000372494
1627.22,0.31643,0.000370491
1631.36,0.314825,0.000368612
1635.27,0.313322,0.000366852
1638.94,0.311919,0.00036521
1642.38,0.310614,0.000363682
1645.59,0.309405,0.000362266
1648.56,0.30829,0.00036096
1651.3,0.307267,0.000359763
1653.81,0.306335,0.000358671
1656.09,0.305492,0.000357684
1658.14,0.304737,0.0003568
1659.96,0.304069,0.000356018
1661.56,0.303486,0.000355336
1662.92,0.302989,0.000354754
1664.05,0.302576,0.00035427
1664.96,0.302246,0.000353884
1665.64,0.302,0.000353596
1666.09,0.301837,0.000353405
1666.31,0.301756,0.00035331
1666.31,0.301757,0.000353312
1666.08,0.301841,0.00035341
1665.62,0.302008,0.000353605
1664.93,0.302257,0.000353897
1664.02,0.302589,0.000354286
1662.87,0.303006,0.000354773
1661.5,0.303506,0.000355359
1659.9,0.304092,0.000356045
1658.07,0.304763,0.000356831
1656.01,0.305521,0.000357719
1653.72,0.306367,0.000358709
1651.21,0.307303,0.000359805
1648.45,0.308329,0.000361006
1645.47,0.309448,0.000362316
1642.26,0.31066,0.000363736
1638.81,0.311969,0.000365268
1635.13,0.313375,0.000366914
1631.21,0.314882,0.000368678
1627.06,0.316491,0.000370562
1622.67,0.318205,0.00037257
1618.05,0.320028,0.000374704
1613.18,0.321961,0.000376967
1608.07,0.324009,0.000379365
1602.73,0.326175,0.000381901
1597.14,0.328462,0.000384579
1591.3,0.330875,0.000387404
1585.22,0.333418,0.000390382
1578.89,0.336096,0.000393517
1572.32,0.338913,0.000396816
1565.49,0.341876,0.000400284
1558.41,0.344989,0.000403929
1551.08,0.348259,0.000407758
1543.49,0.351692,0.000411778
1535.64,0.355296,0.000415998
1527.53,0.359078,0.000420426
1519.16,0.363047,0.000425072
1510.52,0.36721,0.000429947
1501.62,0.371578,0.000435061
1492.44,0.37616,0.000440426
1483,0.380968,0.000446056
1473.27,0.386013,0.000451963
1463.27,0.391308,0.000458162
1452.99,0.396867,0.00046467
1442.42,0.402703,0.000471504
1431.56,0.408834,0.000478683
1420.42,0.415277,0.000486226
1408.97,0.42205,0.000494156
1397.23,0.429174,0.000502497
1385.18,0.436671,0.000511275
1372.83,0.444565,0.000520518
1360.16,0.452883,0.000530257
1347.18,0.461653,0.000540526
1333.88,0.470907,0.000551361
1320.25,0.48068,0.000562803
1306.29,0.491009,0.000574896
1291.99,0.501936,0.00058769
1277.35,0.513507,0.000601239
1262.36,0.525774,0.000615601
1247.02,0.538792,0.000630843
1231.32,0.552624,0.000647038
1215.24,0.567339,0.000664267
1198.79,0.583015,0.000682622
1181.96,0.599739,0.000702203
1164.74,0.617609,0.000723125
1147.11,0.636732,0.000745516
1129.08,0.657234,0.000769521
1110.63,0.679254,0.000795302
1091.75,0.70295,0.000823047
1072.43,0.728504,0.000852967
1052.66,0.756122,0.000885304
1032.43,0.786043,0.000920337
1011.73,0.818542,0.000958388
990.539,0.853936,0.000999829
968.85,0.892597,0.0010451
946.647,0.93496,0.00109469
923.914,0.981534,0.00114923
900.637,1.03293,0.0012094
876.797,1.08986,0.00127606
852.379,1.1532,0.00135022
827.364,1.22398,0.0014331
801.733,1.30349,0.00152619
775.467,1.39329,0.00163133
748.547,1.49531,0.00175078
720.954,1.61196,0.00188736
692.669,1.74629,0.00204464
663.676,1.9022,0.00222719
633.961,2.0847,0.00244087
603.517,2.30033,0.00269333
572.344,2.55772,0.0029947
540.459,2.86843,0.00335849
507.896,3.24802,0.00380293
474.73,3.71771,0.00435287
441.088,4.30644,0.00504219
407.186,5.05339,0.00591675
373.384,6.00977,0.00703652
340.267,7.23653,0.00847287
308.774,8.78794,0.0102893
280.365,10.6591,0.0124802
257.146,12.671,0.0148358
241.736,14.3379,0.0167875
236.532,14.9757,0.0175343
242.495,14.2483,0.0166826
258.531,12.5356,0.0146773
282.189,10.5217,0.0123193
310.872,8.66974,0.0101509
342.517,7.14176,0.00836191
375.706,5.93569,0.00694979
409.531,4.99568,0.00584918
443.425,4.26117,0.00498918
477.04,3.68179,0.00431082
510.168,3.21916,0.00376915
542.685,2.84494,0.00333099
574.523,2.53837,0.00297204
605.645,2.28419,0.00267444
636.038,2.0711,0.00242495
665.703,1.89064,0.00221365
694.647,1.73636,0.00203302
722.883,1.60337,0.0018773
750.429,1.48782,0.001742
777.304,1.38672,0.00162363
803.525,1.29769,0.00151939
829.113,1.21883,0.00142706
854.086,1.14859,0.00134483
878.464,1.08573,0.00127122
902.263,1.02921,0.00120504
925.503,0.978168,0.00114529
948.198,0.931903,0.00109112
970.365,0.889812,0.00104183
992.019,0.85139,0.000996848
1013.17,0.816207,0.000955654
1033.84,0.783896,0.000917823
1054.04,0.754142,0.000882986
1073.78,0.726674,0.000850824
1093.07,0.701255,0.000821062
1111.92,0.67768,0.00079346
1130.34,0.65577,0.000767807
1148.34,0.635368,0.000743919
1165.94,0.616335,0.000721634
1183.14,0.598548,0.000700808
1199.94,0.581899,0.000681315
1216.37,0.566292,0.000663042
1232.41,0.55164,0.000645887
1248.09,0.537867,0.00062976
1263.41,0.524903,0.000614581
1278.38,0.512686,0.000600277
1292.99,0.501161,0.000586783
1307.27,0.490277,0.000574039
1321.2,0.479987,0.000561992
1334.81,0.470252,0.000550593
1348.09,0.461032,0.000539798
1361.05,0.452294,0.000529568
1373.69,0.444007,0.000519864
1386.03,0.436141,0.000510654
1398.05,0.42867,0.000501907
1409.77,0.421571,0.000493595
1421.2,0.414821,0.000485692
1432.32,0.408401,0.000478175
1443.16,0.402291,0.000471021
1453.71,0.396474,0.00046421
1463.97,0.390934,0.000457724
1473.95,0.385657,0.000451545
1483.66,0.380629,0.000445658
1493.09,0.375837,0.000440047
1502.24,0.37127,0.0004347
1511.13,0.366916,0.000429603
1519.75,0.362767,0.000424744
1528.1,0.358811,0.000420113
1536.19,0.355042,0.0004157
1544.02,0.35145,0.000411494
1551.59,0.348028,0.000407487
1558.91,0.344769,0.000403672
1565.97,0.341666,0.000400039
1572.78,0.338714,0.000396583
1579.34,0.335907,0.000393295
1585.65,0.333238,0.000390171
1591.71,0.330704,0.000387204
1597.53,0.3283,0.000384389
1603.1,0.326021,0.000381721
1608.43,0.323864,0.000379195
1613.52,0.321824,0.000376807
1618.37,0.319898,0.000374552
1622.98,0.318083,0.000372427
1627.36,0.316376,0.000370428
1631.49,0.314774,0.000368553
1635.39,0.313275,0.000366797
1639.06,0.311875,0.000365158
1642.49,0.310573,0.000363634
1645.69,0.309368,0.000362222
1648.65,0.308255,0.00036092
1651.39,0.307235,0.000359726
1653.89,0.306306,0.000358638
1656.16,0.305466,0.000357654
1658.21,0.304714,0.000356773
1660.02,0.304049,0.000355994
1661.6,0.303469,0.000355316
1662.96,0.302974,0.000354737
1664.09,0.302564,0.000354256
1664.99,0.302237,0.000353874
1665.66,0.301994,0.000353589
1666.1,0.301833,0.0003534
1666.32,0.301755,0.000353309
1666.3,0.301759,0.000353314
1666.07,0.301846,0.000353415
1665.6,0.302015,0.000353613
1664.9,0.302267,0.000353908
1663.98,0.302602,0.000354301
1662.83,0.303021,0.000354791
1661.45,0.303524,0.00035538
1659.84,0.304112,0.000356069
1658.01,0.304786,0.000356858
1655.94,0.305548,0.00035775
1653.65,0.306397,0.000358744
1651.12,0.307335,0.000359843
1648.36,0.308364,0.000361048
1645.37,0.309486,0.000362361
1642.15,0.310702,0.000363784
1638.69,0.312013,0.00036532
1635,0.313423,0.00036697
1631.08,0.314933,0.000368738
1626.92,0.316545,0.000370626
1622.52,0.318263,0.000372638
1617.89,0.320089,0.000374776
1613.02,0.322026,0.000377044
1607.9,0.324078,0.000379446
1602.55,0.326248,0.000381986
1596.95,0.328539,0.000384669
1591.11,0.330956,0.000387499
1585.02,0.333504,0.000390482
1578.68,0.336186,0.000393622
1572.1,0.339008,0.000396927
1565.26,0.341975,0.000400401
1558.17,0.345093,0.000404052
1550.83,0.348368,0.000407886
1543.23,0.351807,0.000411913
1535.38,0.355417,0.000416139
1527.26,0.359205,0.000420574
1518.88,0.36318,0.000425228
1510.24,0.36735,0.00043011
1501.32,0.371724,0.000435232
1492.14,0.376314,0.000440606
1482.68,0.381129,0.000446244
1472.95,0.386182,0.00045216
1462.94,0.391485,0.00045837
1452.65,0.397053,0.000464888
1442.07,0.402899,0.000471733
1431.2,0.40904,0.000478923
1420.05,0.415493,0.000486479
1408.59,0.422277,0.000494422
1396.84,0.429413,0.000502777
1384.78,0.436922,0.000511569
1372.42,0.44483,0.000520828
1359.75,0.453162,0.000530584
1346.75,0.461947,0.00054087
1333.44,0.471218,0.000551724
1319.8,0.481008,0.000563187
1305.83,0.491356,0.000575303
1291.52,0.502303,0.00058812
1276.87,0.513896,0.000601694
1261.87,0.526186,0.000616084
1246.51,0.53923,0.000631356
1230.8,0.553089,0.000647583
1214.71,0.567835,0.000664848
1198.25,0.583544,0.000683241
1181.41,0.600304,0.000702864
1164.17,0.618212,0.000723832
1146.53,0.637379,0.000746273
1128.48,0.657928,0.000770333
1110.02,0.68,0.000796176
1091.12,0.703753,0.000823988
1071.79,0.729371,0.000853982
1052.01,0.757061,0.000886403
1031.76,0.787062,0.000921529
1011.04,0.819649,0.000959684
989.839,0.855144,0.00100124
968.134,0.893919,0.00104664
945.913,0.93641,0.00109639
923.163,0.983132,0.0011511
899.868,1.03469,0.00121147
