distance,acceleration_a,acceleration_b,tick_index,velocity_x,velocity_y,velocity_z
3259.09,0.0274142,9.23584e-05,11307,4.43922,0.268865,-0.437399
3259.93,0.0274001,9.23107e-05,11308,4.43216,0.263606,-0.463346
3260.75,0.0273863,9.22642e-05,11309,4.42507,0.258349,-0.489271
3261.55,0.0273728,9.22189e-05,11310,4.41794,0.253094,-0.515172
3262.33,0.0273598,9.21749e-05,11311,4.41079,0.24784,-0.541052
3263.09,0.0273471,9.21322e-05,11312,4.4036,0.242588,-0.566909
3263.82,0.0273348,9.20906e-05,11313,4.39638,0.237337,-0.592744
3264.54,0.0273228,9.20503e-05,11314,4.38912,0.232087,-0.618558
3265.23,0.0273112,9.20113e-05,11315,4.38184,0.226839,-0.64435
3265.9,0.0273,9.19734e-05,11316,4.37452,0.221592,-0.670122
3266.55,0.0272891,9.19368e-05,11317,4.36716,0.216346,-0.695873
3267.18,0.0272786,9.19014e-05,11318,4.35978,0.211102,-0.721604
3267.79,0.0272684,9.18672e-05,11319,4.35236,0.205858,-0.747315
3268.38,0.0272587,9.18343e-05,11320,4.34491,0.200615,-0.773006
3268.94,0.0272492,9.18025e-05,11321,4.33743,0.195373,-0.798678
3269.49,0.0272402,9.1772e-05,11322,4.32991,0.190133,-0.82433
3270.01,0.0272315,9.17426e-05,11323,4.32236,0.184893,-0.849964
3270.51,0.0272231,9.17145e-05,11324,4.31478,0.179653,-0.87558
3270.99,0.0272151,9.16876e-05,11325,4.30716,0.174415,-0.901177
3271.45,0.0272075,9.16619e-05,11326,4.29951,0.169177,-0.926757
3271.89,0.0272002,9.16374e-05,11327,4.29183,0.163939,-0.952318
3272.3,0.0271933,9.16142e-05,11328,4.28412,0.158702,-0.977863
3272.7,0.0271868,9.15921e-05,11329,4.27637,0.153466,-1.00339
3273.07,0.0271806,9.15712e-05,11330,4.26858,0.14823,-1.0289
3273.42,0.0271747,9.15515e-05,11331,4.26077,0.142994,-1.0544
3273.75,0.0271692,9.1533e-05,11332,4.25292,0.137759,-1.07987
3274.06,0.0271641,9.15157e-05,11333,4.24504,0.132524,-1.10534
3274.35,0.0271593,9.14995e-05,11334,4.23712,0.127289,-1.13078
3274.62,0.0271549,9.14846e-05,11335,4.22917,0.122054,-1.15622
3274.86,0.0271508,9.14709e-05,11336,4.22119,0.116819,-1.18163
3275.09,0.0271471,9.14584e-05,11337,4.21317,0.111584,-1.20704
3275.29,0.0271437,9.1447e-05,11338,4.20512,0.10635,-1.23242
3275.47,0.0271407,9.14368e-05,11339,4.19703,0.101115,-1.2578
3275.63,0.027138,9.14279e-05,11340,4.18891,0.0958795,-1.28316
3275.77,0.0271357,9.14201e-05,11341,4.18076,0.0906441,-1.3085
3275.89,0.0271338,9.14135e-05,11342,4.17257,0.0854084,-1.33384
3275.99,0.0271322,9.14081e-05,11343,4.16435,0.0801724,-1.35916
3276.06,0.0271309,9.14038e-05,11344,4.15609,0.074936,-1.38447
3276.12,0.02713,9.14008e-05,11345,4.1478,0.0696991,-1.40976
3276.15,0.0271294,9.13989e-05,11346,4.13947,0.0644616,-1.43504
3276.16,0.0271292,9.13983e-05,11347,4.13111,0.0592236,-1.46032
3276.15,0.0271294,9.13988e-05,11348,4.12272,0.053985,-1.48558
3276.12,0.0271299,9.14005e-05,11349,4.11429,0.0487456,-1.51083
3276.07,0.0271307,9.14033e-05,11350,4.10582,0.0435055,-1.53606
3276,0.027132,9.14074e-05,11351,4.09732,0.0382646,-1.56129
3275.91,0.0271335,9.14127e-05,11352,4.08879,0.0330228,-1.58651
3275.79,0.0271354,9.14191e-05,11353,4.08021,0.02778,-1.61171
3275.65,0.0271377,9.14267e-05,11354,4.07161,0.0225363,-1.63691
3275.5,0.0271403,9.14355e-05,11355,4.06297,0.0172915,-1.6621
3275.32,0.0271433,9.14455e-05,11356,4.05429,0.0120456,-1.68728
3275.12,0.0271466,9.14567e-05,11357,4.04557,0.00679856,-1.71245
3274.89,0.0271503,9.14691e-05,11358,4.03683,0.00155027,-1.73761
3274.65,0.0271543,9.14827e-05,11359,4.02804,-0.00369931,-1.76276
3274.39,0.0271587,9.14974e-05,11360,4.01922,-0.00895024,-1.7879
3274.1,0.0271634,9.15134e-05,11361,4.01036,-0.0142026,-1.81304
3273.8,0.0271685,9.15305e-05,11362,4.00147,-0.0194564,-1.83817
3273.47,0.0271739,9.15489e-05,11363,3.99254,-0.0247117,-1.86329
3273.12,0.0271797,9.15684e-05,11364,3.98357,-0.0299686,-1.8884
3272.75,0.0271859,9.15891e-05,11365,3.97457,-0.0352271,-1.91351
3272.36,0.0271924,9.1611e-05,11366,3.96553,-0.0404874,-1.93861
3271.94,0.0271993,9.16342e-05,11367,3.95645,-0.0457494,-1.9637
3271.51,0.0272065,9.16585e-05,11368,3.94734,-0.0510132,-1.98879
3271.05,0.0272141,9.1684e-05,11369,3.93819,-0.0562789,-2.01387
3270.58,0.027222,9.17108e-05,11370,3.929,-0.0615466,-2.03895
3270.08,0.0272303,9.17387e-05,11371,3.91977,-0.0668162,-2.06402
3269.56,0.027239,9.17679e-05,11372,3.91051,-0.0720879,-2.08909
3269.02,0.027248,9.17982e-05,11373,3.90121,-0.0773618,-2.11415
3268.46,0.0272573,9.18298e-05,11374,3.89187,-0.0826378,-2.13921
3267.87,0.0272671,9.18626e-05,11375,3.88249,-0.087916,-2.16426
3267.27,0.0272772,9.18966e-05,11376,3.87308,-0.0931966,-2.18931
3266.64,0.0272876,9.19319e-05,11377,3.86362,-0.0984795,-2.21436
3265.99,0.0272984,9.19683e-05,11378,3.85413,-0.103765,-2.2394
3265.33,0.0273096,9.2006e-05,11379,3.8446,-0.109053,-2.26445
3264.64,0.0273212,9.20449e-05,11380,3.83503,-0.114343,-2.28948
3263.92,0.0273331,9.2085e-05,11381,3.82542,-0.119636,-2.31452
3263.19,0.0273454,9.21264e-05,11382,3.81578,-0.124932,-2.33955
3262.44,0.027358,9.2169e-05,11383,3.80609,-0.13023,-2.36458
3261.66,0.027371,9.22128e-05,11384,3.79637,-0.135531,-2.38961
3260.86,0.0273844,9.22579e-05,11385,3.7866,-0.140835,-2.41464
3260.05,0.0273982,9.23042e-05,11386,3.7768,-0.146142,-2.43967
3259.21,0.0274123,9.23518e-05,11387,3.76695,-0.151452,-2.46469
3258.34,0.0274268,9.24006e-05,11388,3.75707,-0.156765,-2.48972
3257.46,0.0274416,9.24507e-05,11389,3.74714,-0.162081,-2.51475
3256.56,0.0274569,9.25021e-05,11390,3.73717,-0.1674,-2.53977
3255.63,0.0274725,9.25547e-05,11391,3.72717,-0.172723,-2.5648
3254.68,0.0274885,9.26086e-05,11392,3.71712,-0.178049,-2.58982
3253.72,0.0275049,9.26637e-05,11393,3.70703,-0.183378,-2.61485
3252.73,0.0275216,9.27201e-05,11394,3.69691,-0.18871,-2.63988
3251.71,0.0275387,9.27778e-05,11395,3.68674,-0.194046,-2.66491
3250.68,0.0275562,9.28368e-05,11396,3.67652,-0.199386,-2.68994
3249.63,0.0275741,9.28971e-05,11397,3.66627,-0.204729,-2.71497
3248.55,0.0275924,9.29586e-05,11398,3.65598,-0.210076,-2.74001
3247.45,0.0276111,9.30215e-05,11399,3.64564,-0.215426,-2.76505
3246.33,0.0276301,9.30856e-05,11400,3.63526,-0.220781,-2.79009
3245.19,0.0276495,9.31511e-05,11401,3.62484,-0.226139,-2.81513
3244.03,0.0276693,9.32179e-05,11402,3.61437,-0.231501,-2.84018
3242.85,0.0276896,9.3286e-05,11403,3.60387,-0.236868,-2.86523
3241.64,0.0277102,9.33554e-05,11404,3.59332,-0.242238,-2.89028
3240.41,0.0277312,9.34261e-05,11405,3.58272,-0.247612,-2.91534
3239.16,0.0277525,9.34981e-05,11406,3.57209,-0.252991,-2.9404
3237.89,0.0277743,9.35715e-05,11407,3.56141,-0.258374,-2.96547
3236.6,0.0277965,9.36463e-05,11408,3.55068,-0.263761,-2.99054
3235.29,0.0278191,9.37224e-05,11409,3.53991,-0.269152,-3.01562
3233.95,0.0278421,9.37998e-05,11410,3.5291,-0.274549,-3.0407
3232.59,0.0278655,9.38786e-05,11411,3.51824,-0.279949,-3.06579
3231.22,0.0278893,9.39587e-05,11412,3.50734,-0.285354,-3.09088
3229.81,0.0279135,9.40403e-05,11413,3.49639,-0.290764,-3.11598
3228.39,0.0279381,9.41232e-05,11414,3.4854,-0.296179,-3.14109
3226.95,0.0279631,9.42074e-05,11415,3.47436,-0.301598,-3.1662
3225.48,0.0279885,9.42931e-05,11416,3.46328,-0.307023,-3.19133
3223.99,0.0280143,9.43802e-05,11417,3.45215,-0.312452,-3.21645
3222.48,0.0280406,9.44686e-05,11418,3.44097,-0.317886,-3.24159
3220.95,0.0280673,9.45585e-05,11419,3.42975,-0.323326,-3.26674
3219.4,0.0280944,9.46498e-05,11420,3.41848,-0.32877,-3.29189
3217.82,0.0281219,9.47425e-05,11421,3.40716,-0.33422,-3.31705
3216.23,0.0281498,9.48366e-05,11422,3.3958,-0.339675,-3.34222
3214.61,0.0281782,9.49322e-05,11423,3.38439,-0.345135,-3.3674
3212.96,0.028207,9.50292e-05,11424,3.37293,-0.350601,-3.39259
3211.3,0.0282362,9.51277e-05,11425,3.36142,-0.356073,-3.41778
3209.62,0.0282659,9.52276e-05,11426,3.34987,-0.36155,-3.44299
3207.91,0.028296,9.5329e-05,11427,3.33826,-0.367032,-3.46821
3206.18,0.0283265,9.54318e-05,11428,3.32661,-0.372521,-3.49344
3204.43,0.0283575,9.55361e-05,11429,3.31491,-0.378015,-3.51868
3202.66,0.0283889,9.5642e-05,11430,3.30316,-0.383515,-3.54393
3200.86,0.0284207,9.57493e-05,11431,3.29136,-0.389021,-3.56919
3199.04,0.028453,9.58581e-05,11432,3.27951,-0.394533,-3.59447
3197.2,0.0284858,9.59684e-05,11433,3.26761,-0.400051,-3.61975
3195.34,0.028519,9.60803e-05,11434,3.25566,-0.405576,-3.64505
3193.46,0.0285526,9.61937e-05,11435,3.24365,-0.411106,-3.67036
3191.55,0.0285868,9.63086e-05,11436,3.2316,-0.416643,-3.69568
3189.62,0.0286213,9.64251e-05,11437,3.2195,-0.422187,-3.72102
3187.67,0.0286564,9.65431e-05,11438,3.20734,-0.427737,-3.74637
3185.7,0.0286919,9.66628e-05,11439,3.19513,-0.433293,-3.77173
3183.71,0.0287278,9.67839e-05,11440,3.18287,-0.438856,-3.79711
3181.69,0.0287643,9.69067e-05,11441,3.17056,-0.444426,-3.8225
3179.65,0.0288012,9.70311e-05,11442,3.15819,-0.450003,-3.84791
3177.59,0.0288386,9.71571e-05,11443,3.14577,-0.455586,-3.87333
3175.5,0.0288765,9.72846e-05,11444,3.1333,-0.461176,-3.89877
3173.4,0.0289148,9.74139e-05,11445,3.12077,-0.466774,-3.92422
3171.27,0.0289537,9.75447e-05,11446,3.10819,-0.472379,-3.94969
3169.11,0.028993,9.76772e-05,11447,3.09555,-0.47799,-3.97517
3166.94,0.0290328,9.78114e-05,11448,3.08286,-0.483609,-4.00067
3164.74,0.0290731,9.79472e-05,11449,3.07012,-0.489236,-4.02619
3162.52,0.0291139,9.80847e-05,11450,3.05731,-0.49487,-4.05172
3160.28,0.0291553,9.82239e-05,11451,3.04446,-0.500511,-4.07727
3158.02,0.0291971,9.83648e-05,11452,3.03154,-0.50616,-4.10284
3155.73,0.0292394,9.85075e-05,11453,3.01857,-0.511817,-4.12843
3153.42,0.0292823,9.86518e-05,11454,3.00554,-0.517482,-4.15403
3151.09,0.0293256,9.87979e-05,11455,2.99246,-0.523154,-4.17966
3148.73,0.0293695,9.89458e-05,11456,2.97931,-0.528835,-4.2053
3146.36,0.0294139,9.90953e-05,11457,2.96611,-0.534523,-4.23096
3143.96,0.0294589,9.92467e-05,11458,2.95285,-0.54022,-4.25664
3141.53,0.0295043,9.93999e-05,11459,2.93953,-0.545924,-4.28235
3139.09,0.0295503,9.95549e-05,11460,2.92615,-0.551638,-4.30807
3136.62,0.0295969,9.97117e-05,11461,2.91272,-0.557359,-4.33381
3134.13,0.0296439,9.98703e-05,11462,2.89922,-0.563089,-4.35957
3131.61,0.0296916,0.000100031,11463,2.88566,-0.568828,-4.38536
3129.07,0.0297397,0.000100193,11464,2.87204,-0.574575,-4.41116
3126.51,0.0297885,0.000100357,11465,2.85836,-0.580331,-4.43699
3123.93,0.0298378,0.000100523,11466,2.84461,-0.586096,-4.46284
3121.32,0.0298876,0.000100691,11467,2.83081,-0.59187,-4.48871
3118.69,0.0299381,0.000100861,11468,2.81694,-0.597653,-4.5146
3116.04,0.0299891,0.000101033,11469,2.80301,-0.603445,-4.54052
3113.36,0.0300406,0.000101207,11470,2.78901,-0.609246,-4.56646
3110.66,0.0300928,0.000101382,11471,2.77495,-0.615056,-4.59243
3107.94,0.0301455,0.00010156,11472,2.76083,-0.620876,-4.61841
3105.2,0.0301989,0.00010174,11473,2.74664,-0.626706,-4.64443
3102.43,0.0302528,0.000101921,11474,2.73239,-0.632545,-4.67046
3099.64,0.0303073,0.000102105,11475,2.71807,-0.638394,-4.69653
3096.82,0.0303625,0.000102291,11476,2.70368,-0.644252,-4.72262
3093.98,0.0304182,0.000102479,11477,2.68923,-0.650121,-4.74873
3091.12,0.0304746,0.000102669,11478,2.67471,-0.656,-4.77487
3088.23,0.0305315,0.000102861,11479,2.66012,-0.661888,-4.80104
3085.32,0.0305892,0.000103055,11480,2.64546,-0.667787,-4.82723
3082.39,0.0306474,0.000103251,11481,2.63074,-0.673696,-4.85345
3079.43,0.0307063,0.000103449,11482,2.61594,-0.679616,-4.8797
3076.45,0.0307658,0.00010365,11483,2.60108,-0.685546,-4.90597
3073.45,0.0308259,0.000103852,11484,2.58615,-0.691487,-4.93228
3070.42,0.0308868,0.000104057,11485,2.57114,-0.697439,-4.95861
3067.37,0.0309482,0.000104264,11486,2.55607,-0.703401,-4.98497
3064.3,0.0310104,0.000104474,11487,2.54092,-0.709374,-5.01136
3061.2,0.0310732,0.000104685,11488,2.5257,-0.715359,-5.03779
3058.08,0.0311367,0.000104899,11489,2.5104,-0.721354,-5.06424
3054.93,0.0312008,0.000105115,11490,2.49504,-0.727361,-5.09072
3051.76,0.0312657,0.000105334,11491,2.47959,-0.733379,-5.11723
3048.57,0.0313313,0.000105555,11492,2.46408,-0.739409,-5.14377
3045.35,0.0313975,0.000105778,11493,2.44849,-0.745451,-5.17035
3042.1,0.0314645,0.000106004,11494,2.43282,-0.751504,-5.19695
3038.84,0.0315321,0.000106232,11495,2.41708,-0.757569,-5.22359
3035.55,0.0316005,0.000106462,11496,2.40126,-0.763646,-5.25027
3032.23,0.0316697,0.000106695,11497,2.38536,-0.769735,-5.27697
3028.89,0.0317395,0.00010693,11498,2.36938,-0.775836,-5.30371
3025.53,0.0318101,0.000107168,11499,2.35333,-0.781949,-5.33048
3022.14,0.0318815,0.000107409,11500,2.33719,-0.788075,-5.35729
3018.73,0.0319536,0.000107652,11501,2.32098,-0.794214,-5.38413
3015.29,0.0320265,0.000107897,11502,2.30468,-0.800365,-5.411
3011.83,0.0321001,0.000108145,11503,2.28831,-0.806529,-5.43792
3008.35,0.0321745,0.000108396,11504,2.27185,-0.812706,-5.46486
3004.84,0.0322498,0.000108649,11505,2.2553,-0.818896,-5.49185
3001.3,0.0323258,0.000108905,11506,2.23868,-0.825099,-5.51887
2997.75,0.0324026,0.000109164,11507,2.22197,-0.831316,-5.54592
2994.16,0.0324802,0.000109426,11508,2.20518,-0.837546,-5.57302
2990.55,0.0325586,0.00010969,11509,2.1883,-0.843789,-5.60015
2986.92,0.0326379,0.000109957,11510,2.17133,-0.850047,-5.62732
2983.26,0.032718,0.000110227,11511,2.15428,-0.856318,-5.65453
2979.58,0.0327989,0.000110499,11512,2.13714,-0.862603,-5.68178
2975.87,0.0328807,0.000110775,11513,2.11991,-0.868902,-5.70907
2972.14,0.0329633,0.000111053,11514,2.10259,-0.875215,-5.73639
2968.38,0.0330469,0.000111335,11515,2.08518,-0.881543,-5.76376
2964.6,0.0331313,0.000111619,11516,2.06769,-0.887885,-5.79117
2960.79,0.0332165,0.000111906,11517,2.0501,-0.894242,-5.81862
2956.95,0.0333027,0.000112197,11518,2.03241,-0.900614,-5.84611
2953.09,0.0333898,0.00011249,11519,2.01464,-0.907,-5.87365
2949.21,0.0334778,0.000112787,11520,1.99677,-0.913402,-5.90123
2945.3,0.0335668,0.000113086,11521,1.97881,-0.919819,-5.92885
2941.37,0.0336566,0.000113389,11522,1.96075,-0.926251,-5.95651
2937.4,0.0337475,0.000113695,11523,1.94259,-0.932699,-5.98422
2933.42,0.0338393,0.000114004,11524,1.92434,-0.939163,-6.01197
2929.41,0.033932,0.000114317,11525,1.90599,-0.945642,-6.03977
2925.37,0.0340257,0.000114632,11526,1.88754,-0.952137,-6.06761
2921.31,0.0341205,0.000114952,11527,1.86899,-0.958649,-6.0955
2917.22,0.0342162,0.000115274,11528,1.85034,-0.965177,-6.12343
2913.1,0.0343129,0.0001156,11529,1.83159,-0.971721,-6.15141
2908.96,0.0344107,0.000115929,11530,1.81274,-0.978282,-6.17944
2904.79,0.0345094,0.000116262,11531,1.79378,-0.984859,-6.20751
2900.6,0.0346093,0.000116598,11532,1.77472,-0.991454,-6.23564
2896.38,0.0347102,0.000116938,11533,1.75555,-0.998065,-6.26381
2892.14,0.0348122,0.000117282,11534,1.73628,-1.00469,-6.29203
2887.87,0.0349152,0.000117629,11535,1.7169,-1.01134,-6.32031
2883.57,0.0350194,0.00011798,11536,1.69741,-1.018,-6.34863
2879.24,0.0351246,0.000118335,11537,1.67781,-1.02469,-6.377
2874.89,0.035231,0.000118693,11538,1.6581,-1.03139,-6.40542
2870.52,0.0353385,0.000119055,11539,1.63828,-1.0381,-6.4339
2866.11,0.0354472,0.000119421,11540,1.61835,-1.04484,-6.46243
2861.68,0.035557,0.000119791,11541,1.5983,-1.05159,-6.49101
2857.23,0.035668,0.000120165,11542,1.57814,-1.05837,-6.51964
2852.74,0.0357803,0.000120543,11543,1.55787,-1.06516,-6.54833
2848.23,0.0358937,0.000120926,11544,1.53747,-1.07197,-6.57707
2843.7,0.0360083,0.000121312,11545,1.51696,-1.0788,-6.60587
2839.13,0.0361242,0.000121702,11546,1.49633,-1.08565,-6.63472
2834.54,0.0362413,0.000122097,11547,1.47558,-1.09252,-6.66363
2829.92,0.0363597,0.000122496,11548,1.45471,-1.09941,-6.69259
2825.28,0.0364794,0.000122899,11549,1.43372,-1.10632,-6.72161
2820.6,0.0366003,0.000123306,11550,1.4126,-1.11324,-6.75069
2815.9,0.0367226,0.000123718,11551,1.39135,-1.12019,-6.77983
2811.17,0.0368462,0.000124135,11552,1.36999,-1.12716,-6.80903
2806.42,0.0369712,0.000124556,11553,1.34849,-1.13415,-6.83828
2801.64,0.0370975,0.000124981,11554,1.32686,-1.14117,-6.8676
2796.83,0.0372253,0.000125412,11555,1.30511,-1.1482,-6.89697
2791.99,0.0373544,0.000125847,11556,1.28322,-1.15525,-6.92641
2787.12,0.0374849,0.000126287,11557,1.2612,-1.16233,-6.95591
2782.23,0.0376169,0.000126731,11558,1.23904,-1.16943,-6.98547
2777.31,0.0377504,0.000127181,11559,1.21675,-1.17655,-7.01509
2772.36,0.0378853,0.000127635,11560,1.19433,-1.18369,-7.04478
2767.38,0.0380217,0.000128095,11561,1.17176,-1.19085,-7.07453
2762.37,0.0381597,0.00012856,11562,1.14906,-1.19804,-7.10435
2757.34,0.0382991,0.00012903,11563,1.12621,-1.20525,-7.13423
2752.27,0.0384402,0.000129505,11564,1.10322,-1.21248,-7.16417
2747.18,0.0385828,0.000129985,11565,1.08009,-1.21974,-7.19419
2742.06,0.038727,0.000130471,11566,1.05681,-1.22702,-7.22427
2736.91,0.0388729,0.000130962,11567,1.03338,-1.23432,-7.25442
2731.74,0.0390204,0.000131459,11568,1.0098,-1.24165,-7.28463
2726.53,0.0391695,0.000131962,11569,0.986079,-1.249,-7.31492
2721.29,0.0393204,0.00013247,11570,0.9622,-1.25638,-7.34528
2716.03,0.039473,0.000132984,11571,0.938168,-1.26378,-7.3757
2710.74,0.0396273,0.000133504,11572,0.91398,-1.27121,-7.4062
2705.41,0.0397834,0.00013403,11573,0.889634,-1.27866,-7.43677
2700.06,0.0399412,0.000134562,11574,0.86513,-1.28614,-7.46741
2694.68,0.0401009,0.0001351,11575,0.840465,-1.29364,-7.49813
2689.27,0.0402624,0.000135644,11576,0.815638,-1.30117,-7.52892
2683.83,0.0404258,0.000136194,11577,0.790646,-1.30873,-7.55978
2678.36,0.0405911,0.000136751,11578,0.765488,-1.31631,-7.59072
2672.86,0.0407583,0.000137315,11579,0.740162,-1.32392,-7.62173
2667.33,0.0409275,0.000137884,11580,0.714666,-1.33156,-7.65282
2661.77,0.0410986,0.000138461,11581,0.688998,-1.33922,-7.68399
2656.18,0.0412718,0.000139044,11582,0.663156,-1.34692,-7.71524
2650.56,0.041447,0.000139635,11583,0.637138,-1.35464,-7.74657
2644.91,0.0416243,0.000140232,11584,0.610943,-1.36239,-7.77797
2639.23,0.0418036,0.000140836,11585,0.584567,-1.37016,-7.80946
2633.52,0.0419851,0.000141448,11586,0.558009,-1.37797,-7.84103
2627.78,0.0421688,0.000142067,11587,0.531267,-1.38581,-7.87267
2622.01,0.0423547,0.000142693,11588,0.504338,-1.39367,-7.90441
2616.2,0.0425428,0.000143326,11589,0.477221,-1.40157,-7.93622
2610.37,0.0427332,0.000143968,11590,0.449913,-1.40949,-7.96812
2604.5,0.0429259,0.000144617,11591,0.422412,-1.41745,-8.00011
2598.61,0.0431209,0.000145274,11592,0.394716,-1.42544,-8.03218
2592.68,0.0433183,0.000145939,11593,0.366821,-1.43346,-8.06433
