distance,acceleration_a,acceleration_b,tick_index
7686.62,0.00166034,1.66034e-05,7166
7685.78,0.00166071,1.66071e-05,7167
7684.94,0.00166107,1.66107e-05,7168
7684.1,0.00166143,1.66143e-05,7169
7683.26,0.0016618,1.6618e-05,7170
7682.41,0.00166216,1.66216e-05,7171
7681.57,0.00166253,1.66253e-05,7172
7680.72,0.0016629,1.6629e-05,7173
7679.88,0.00166326,1.66326e-05,7174
7679.03,0.00166363,1.66363e-05,7175
7678.18,0.001664,1.664e-05,7176
7677.33,0.00166437,1.66437e-05,7177
7676.47,0.00166474,1.66474e-05,7178
7675.62,0.00166511,1.66511e-05,7179
7674.76,0.00166548,1.66548e-05,7180
7673.91,0.00166585,1.66585e-05,7181
7673.05,0.00166622,1.66622e-05,7182
7672.19,0.0016666,1.6666e-05,7183
7671.33,0.00166697,1.66697e-05,7184
7670.47,0.00166734,1.66734e-05,7185
7669.61,0.00166772,1.66772e-05,7186
7668.74,0.00166809,1.66809e-05,7187
7667.88,0.00166847,1.66847e-05,7188
7667.01,0.00166885,1.66885e-05,7189
7666.14,0.00166923,1.66923e-05,7190
7665.28,0.0016696,1.6696e-05,7191
7664.41,0.00166998,1.66998e-05,7192
7663.53,0.00167036,1.67036e-05,7193
7662.66,0.00167074,1.67074e-05,7194
7661.79,0.00167112,1.67112e-05,7195
7660.91,0.00167151,1.67151e-05,7196
7660.04,0.00167189,1.67189e-05,7197
7659.16,0.00167227,1.67227e-05,7198
7658.28,0.00167265,1.67265e-05,7199
7657.4,0.00167304,1.67304e-05,7200
7656.52,0.00167342,1.67342e-05,7201
7655.64,0.00167381,1.67381e-05,7202
7654.75,0.0016742,1.6742e-05,7203
7653.87,0.00167458,1.67458e-05,7204
7652.98,0.00167497,1.67497e-05,7205
7652.1,0.00167536,1.67536e-05,7206
7651.21,0.00167575,1.67575e-05,7207
7650.32,0.00167614,1.67614e-05,7208
7649.43,0.00167653,1.67653e-05,7209
7648.53,0.00167692,1.67692e-05,7210
7647.64,0.00167731,1.67731e-05,7211
7646.75,0.00167771,1.67771e-05,7212
7645.85,0.0016781,1.6781e-05,7213
7644.95,0.00167849,1.67849e-05,7214
7644.05,0.00167889,1.67889e-05,7215
7643.16,0.00167928,1.67928e-05,7216
7642.25,0.00167968,1.67968e-05,7217
7641.35,0.00168007,1.68007e-05,7218
7640.45,0.00168047,1.68047e-05,7219
7639.54,0.00168087,1.68087e-05,7220
7638.64,0.00168127,1.68127e-05,7221
7637.73,0.00168167,1.68167e-05,7222
7636.82,0.00168207,1.68207e-05,7223
7635.91,0.00168247,1.68247e-05,7224
7635,0.00168287,1.68287e-05,7225
7634.09,0.00168327,1.68327e-05,7226
7633.18,0.00168368,1.68368e-05,7227
7632.26,0.00168408,1.68408e-05,7228
7631.35,0.00168448,1.68448e-05,7229
7630.43,0.00168489,1.68489e-05,7230
7629.51,0.00168529,1.68529e-05,7231
7628.59,0.0016857,1.6857e-05,7232
7627.67,0.00168611,1.68611e-05,7233
7626.75,0.00168652,1.68652e-05,7234
7625.82,0.00168692,1.68692e-05,7235
7624.9,0.00168733,1.68733e-05,7236
7623.97,0.00168774,1.68774e-05,7237
7623.05,0.00168815,1.68815e-05,7238
7622.12,0.00168856,1.68856e-05,7239
7621.19,0.00168898,1.68898e-05,7240
7620.26,0.00168939,1.68939e-05,7241
7619.33,0.0016898,1.6898e-05,7242
7618.39,0.00169022,1.69022e-05,7243
7617.46,0.00169063,1.69063e-05,7244
7616.52,0.00169105,1.69105e-05,7245
7615.59,0.00169146,1.69146e-05,7246
7614.65,0.00169188,1.69188e-05,7247
7613.71,0.0016923,1.6923e-05,7248
7612.77,0.00169272,1.69272e-05,7249
7611.83,0.00169313,1.69313e-05,7250
7610.88,0.00169355,1.69355e-05,7251
7609.94,0.00169397,1.69397e-05,7252
7608.99,0.0016944,1.6944e-05,7253
7608.04,0.00169482,1.69482e-05,7254
7607.1,0.00169524,1.69524e-05,7255
7606.15,0.00169566,1.69566e-05,7256
7605.2,0.00169609,1.69609e-05,7257
7604.24,0.00169651,1.69651e-05,7258
7603.29,0.00169694,1.69694e-05,7259
7602.34,0.00169736,1.69736e-05,7260
7601.38,0.00169779,1.69779e-05,7261
7600.42,0.00169822,1.69822e-05,7262
7599.46,0.00169865,1.69865e-05,7263
7598.5,0.00169908,1.69908e-05,7264
7597.54,0.00169951,1.69951e-05,7265
7596.58,0.00169994,1.69994e-05,7266
7595.62,0.00170037,1.70037e-05,7267
7594.65,0.0017008,1.7008e-05,7268
7593.69,0.00170123,1.70123e-05,7269
7592.72,0.00170167,1.70167e-05,7270
7591.75,0.0017021,1.7021e-05,7271
7590.78,0.00170253,1.70253e-05,7272
7589.81,0.00170297,1.70297e-05,7273
7588.84,0.00170341,1.70341e-05,7274
7587.87,0.00170384,1.70384e-05,7275
7586.89,0.00170428,1.70428e-05,7276
7585.92,0.00170472,1.70472e-05,7277
7584.94,0.00170516,1.70516e-05,7278
7583.96,0.0017056,1.7056e-05,7279
7582.98,0.00170604,1.70604e-05,7280
7582,0.00170648,1.70648e-05,7281
7581.02,0.00170692,1.70692e-05,7282
7580.03,0.00170737,1.70737e-05,7283
7579.05,0.00170781,1.70781e-05,7284
7578.06,0.00170826,1.70826e-05,7285
7577.07,0.0017087,1.7087e-05,7286
7576.09,0.00170915,1.70915e-05,7287
7575.1,0.00170959,1.70959e-05,7288
7574.11,0.00171004,1.71004e-05,7289
7573.11,0.00171049,1.71049e-05,7290
7572.12,0.00171094,1.71094e-05,7291
7571.12,0.00171139,1.71139e-05,7292
7570.13,0.00171184,1.71184e-05,7293
7569.13,0.00171229,1.71229e-05,7294
7568.13,0.00171274,1.71274e-05,7295
7567.13,0.00171319,1.71319e-05,7296
7566.13,0.00171365,1.71365e-05,7297
7565.13,0.0017141,1.7141e-05,7298
7564.13,0.00171456,1.71456e-05,7299
7563.12,0.00171501,1.71501e-05,7300
7562.11,0.00171547,1.71547e-05,7301
7561.11,0.00171592,1.71592e-05,7302
7560.1,0.00171638,1.71638e-05,7303
7559.09,0.00171684,1.71684e-05,7304
7558.08,0.0017173,1.7173e-05,7305
7557.07,0.00171776,1.71776e-05,7306
7556.05,0.00171822,1.71822e-05,7307
7555.04,0.00171868,1.71868e-05,7308
7554.02,0.00171915,1.71915e-05,7309
7553,0.00171961,1.71961e-05,7310
7551.98,0.00172007,1.72007e-05,7311
7550.96,0.00172054,1.72054e-05,7312
7549.94,0.001721,1.721e-05,7313
7548.92,0.00172147,1.72147e-05,7314
7547.89,0.00172194,1.72194e-05,7315
7546.87,0.00172241,1.72241e-05,7316
7545.84,0.00172287,1.72287e-05,7317
7544.82,0.00172334,1.72334e-05,7318
7543.79,0.00172381,1.72381e-05,7319
7542.76,0.00172428,1.72428e-05,7320
7541.72,0.00172476,1.72476e-05,7321
7540.69,0.00172523,1.72523e-05,7322
7539.66,0.0017257,1.7257e-05,7323
7538.62,0.00172618,1.72618e-05,7324
7537.59,0.00172665,1.72665e-05,7325
7536.55,0.00172713,1.72713e-05,7326
7535.51,0.0017276,1.7276e-05,7327
7534.47,0.00172808,1.72808e-05,7328
7533.43,0.00172856,1.72856e-05,7329
7532.38,0.00172904,1.72904e-05,7330
7531.34,0.00172952,1.72952e-05,7331
7530.29,0.00173,1.73e-05,7332
7529.25,0.00173048,1.73048e-05,7333
7528.2,0.00173096,1.73096e-05,7334
7527.15,0.00173144,1.73144e-05,7335
7526.1,0.00173193,1.73193e-05,7336
7525.05,0.00173241,1.73241e-05,7337
7523.99,0.00173289,1.73289e-05,7338
7522.94,0.00173338,1.73338e-05,7339
7521.88,0.00173387,1.73387e-05,7340
7520.83,0.00173435,1.73435e-05,7341
7519.77,0.00173484,1.73484e-05,7342
7518.71,0.00173533,1.73533e-05,7343
7517.65,0.00173582,1.73582e-05,7344
7516.59,0.00173631,1.73631e-05,7345
7515.52,0.0017368,1.7368e-05,7346
7514.46,0.0017373,1.7373e-05,7347
7513.39,0.00173779,1.73779e-05,7348
7512.32,0.00173828,1.73828e-05,7349
7511.26,0.00173878,1.73878e-05,7350
7510.19,0.00173927,1.73927e-05,7351
7509.12,0.00173977,1.73977e-05,7352
7508.04,0.00174027,1.74027e-05,7353
7506.97,0.00174076,1.74076e-05,7354
7505.89,0.00174126,1.74126e-05,7355
7504.82,0.00174176,1.74176e-05,7356
7503.74,0.00174226,1.74226e-05,7357
7502.66,0.00174276,1.74276e-05,7358
7501.58,0.00174326,1.74326e-05,7359
7500.5,0.00174377,1.74377e-05,7360
7499.42,0.00174427,1.74427e-05,7361
7498.33,0.00174478,1.74478e-05,7362
7497.25,0.00174528,1.74528e-05,7363
7496.16,0.00174579,1.74579e-05,7364
7495.07,0.00174629,1.74629e-05,7365
7493.99,0.0017468,1.7468e-05,7366
7492.89,0.00174731,1.74731e-05,7367
7491.8,0.00174782,1.74782e-05,7368
7490.71,0.00174833,1.74833e-05,7369
7489.62,0.00174884,1.74884e-05,7370
7488.52,0.00174935,1.74935e-05,7371
7487.42,0.00174986,1.74986e-05,7372
7486.33,0.00175038,1.75038e-05,7373
7485.23,0.00175089,1.75089e-05,7374
7484.13,0.00175141,1.75141e-05,7375
7483.03,0.00175192,1.75192e-05,7376
7481.92,0.00175244,1.75244e-05,7377
7480.82,0.00175296,1.75296e-05,7378
7479.71,0.00175347,1.75347e-05,7379
7478.61,0.00175399,1.75399e-05,7380
7477.5,0.00175451,1.75451e-05,7381
7476.39,0.00175503,1.75503e-05,7382
7475.28,0.00175556,1.75556e-05,7383
7474.16,0.00175608,1.75608e-05,7384
7473.05,0.0017566,1.7566e-05,7385
7471.94,0.00175713,1.75713e-05,7386
7470.82,0.00175765,1.75765e-05,7387
7469.7,0.00175818,1.75818e-05,7388
7468.58,0.0017587,1.7587e-05,7389
7467.46,0.00175923,1.75923e-05,7390
7466.34,0.00175976,1.75976e-05,7391
7465.22,0.00176029,1.76029e-05,7392
7464.1,0.00176082,1.76082e-05,7393
7462.97,0.00176135,1.76135e-05,7394
7461.85,0.00176188,1.76188e-05,7395
7460.72,0.00176241,1.76241e-05,7396
7459.59,0.00176295,1.76295e-05,7397
7458.46,0.00176348,1.76348e-05,7398
7457.33,0.00176402,1.76402e-05,7399
7456.19,0.00176455,1.76455e-05,7400
7455.06,0.00176509,1.76509e-05,7401
7453.92,0.00176563,1.76563e-05,7402
7452.79,0.00176617,1.76617e-05,7403
7451.65,0.00176671,1.76671e-05,7404
7450.51,0.00176725,1.76725e-05,7405
7449.37,0.00176779,1.76779e-05,7406
7448.23,0.00176833,1.76833e-05,7407
7447.08,0.00176887,1.76887e-05,7408
7445.94,0.00176942,1.76942e-05,7409
7444.79,0.00176996,1.76996e-05,7410
7443.65,0.00177051,1.77051e-05,7411
7442.5,0.00177105,1.77105e-05,7412
7441.35,0.0017716,1.7716e-05,7413
7440.2,0.00177215,1.77215e-05,7414
7439.05,0.0017727,1.7727e-05,7415
7437.89,0.00177325,1.77325e-05,7416
7436.74,0.0017738,1.7738e-05,7417
7435.58,0.00177435,1.77435e-05,7418
7434.42,0.0017749,1.7749e-05,7419
7433.27,0.00177546,1.77546e-05,7420
7432.11,0.00177601,1.77601e-05,7421
7430.94,0.00177656,1.77656e-05,7422
7429.78,0.00177712,1.77712e-05,7423
7428.62,0.00177768,1.77768e-05,7424
7427.45,0.00177824,1.77824e-05,7425
7426.29,0.00177879,1.77879e-05,7426
7425.12,0.00177935,1.77935e-05,7427
7423.95,0.00177991,1.77991e-05,7428
7422.78,0.00178048,1.78048e-05,7429
7421.61,0.00178104,1.78104e-05,7430
7420.43,0.0017816,1.7816e-05,7431
7419.26,0.00178217,1.78217e-05,7432
7418.08,0.00178273,1.78273e-05,7433
7416.91,0.0017833,1.7833e-05,7434
7415.73,0.00178386,1.78386e-05,7435
7414.55,0.00178443,1.78443e-05,7436
7413.37,0.001785,1.785e-05,7437
7412.19,0.00178557,1.78557e-05,7438
7411,0.00178614,1.78614e-05,7439
7409.82,0.00178671,1.78671e-05,7440
7408.63,0.00178728,1.78728e-05,7441
7407.44,0.00178786,1.78786e-05,7442
7406.26,0.00178843,1.78843e-05,7443
7405.07,0.001789,1.789e-05,7444
7403.87,0.00178958,1.78958e-05,7445
7402.68,0.00179016,1.79016e-05,7446
7401.49,0.00179073,1.79073e-05,7447
7400.29,0.00179131,1.79131e-05,7448
7399.1,0.00179189,1.79189e-05,7449
7397.9,0.00179247,1.79247e-05,7450
7396.7,0.00179305,1.79305e-05,7451
7395.5,0.00179364,1.79364e-05,7452
7394.3,0.00179422,1.79422e-05,7453
7393.09,0.0017948,1.7948e-05,7454
7391.89,0.00179539,1.79539e-05,7455
7390.68,0.00179597,1.79597e-05,7456
7389.48,0.00179656,1.79656e-05,7457
7388.27,0.00179715,1.79715e-05,7458
7387.06,0.00179774,1.79774e-05,7459
7385.85,0.00179833,1.79833e-05,7460
7384.63,0.00179892,1.79892e-05,7461
7383.42,0.00179951,1.79951e-05,7462
7382.21,0.0018001,1.8001e-05,7463
7380.99,0.00180069,1.80069e-05,7464
7379.77,0.00180129,1.80129e-05,7465
7378.55,0.00180188,1.80188e-05,7466
7377.33,0.00180248,1.80248e-05,7467
7376.11,0.00180308,1.80308e-05,7468
7374.89,0.00180367,1.80367e-05,7469
7373.66,0.00180427,1.80427e-05,7470
7372.44,0.00180487,1.80487e-05,7471
7371.21,0.00180547,1.80547e-05,7472
7369.98,0.00180608,1.80608e-05,7473
7368.75,0.00180668,1.80668e-05,7474
7367.52,0.00180728,1.80728e-05,7475
7366.29,0.00180789,1.80789e-05,7476
7365.06,0.00180849,1.80849e-05,7477
7363.82,0.0018091,1.8091e-05,7478
7362.59,0.00180971,1.80971e-05,7479
7361.35,0.00181031,1.81031e-05,7480
7360.11,0.00181092,1.81092e-05,7481
7358.87,0.00181153,1.81153e-05,7482
7357.63,0.00181215,1.81215e-05,7483
7356.39,0.00181276,1.81276e-05,7484
7355.14,0.00181337,1.81337e-05,7485
7353.9,0.00181399,1.81399e-05,7486
7352.65,0.0018146,1.8146e-05,7487
7351.4,0.00181522,1.81522e-05,7488
7350.16,0.00181583,1.81583e-05,7489
7348.9,0.00181645,1.81645e-05,7490
7347.65,0.00181707,1.81707e-05,7491
7346.4,0.00181769,1.81769e-05,7492
7345.15,0.00181831,1.81831e-05,7493
7343.89,0.00181893,1.81893e-05,7494
7342.63,0.00181956,1.81956e-05,7495
7341.37,0.00182018,1.82018e-05,7496
7340.11,0.00182081,1.82081e-05,7497
7338.85,0.00182143,1.82143e-05,7498
7337.59,0.00182206,1.82206e-05,7499
7336.33,0.00182269,1.82269e-05,7500
7335.06,0.00182331,1.82331e-05,7501
7333.79,0.00182394,1.82394e-05,7502
7332.53,0.00182458,1.82458e-05,7503
7331.26,0.00182521,1.82521e-05,7504
7329.99,0.00182584,1.82584e-05,7505
7328.71,0.00182647,1.82647e-05,7506
7327.44,0.00182711,1.82711e-05,7507
7326.17,0.00182774,1.82774e-05,7508
7324.89,0.00182838,1.82838e-05,7509
7323.61,0.00182902,1.82902e-05,7510
7322.34,0.00182966,1.82966e-05,7511
7321.06,0.0018303,1.8303e-05,7512
7319.77,0.00183094,1.83094e-05,7513
7318.49,0.00183158,1.83158e-05,7514
7317.21,0.00183222,1.83222e-05,7515
7315.92,0.00183287,1.83287e-05,7516
7314.64,0.00183351,1.83351e-05,7517
7313.35,0.00183416,1.83416e-05,7518
7312.06,0.0018348,1.8348e-05,7519
7310.77,0.00183545,1.83545e-05,7520
7309.48,0.0018361,1.8361e-05,7521
7308.18,0.00183675,1.83675e-05,7522
7306.89,0.0018374,1.8374e-05,7523
7305.59,0.00183805,1.83805e-05,7524
7304.3,0.00183871,1.83871e-05,7525
7303,0.00183936,1.83936e-05,7526
7301.7,0.00184001,1.84001e-05,7527
7300.4,0.00184067,1.84067e-05,7528
7299.1,0.00184133,1.84133e-05,7529
7297.79,0.00184199,1.84199e-05,7530
7296.49,0.00184264,1.84264e-05,7531
7295.18,0.0018433,1.8433e-05,7532
7293.87,0.00184397,1.84397e-05,7533
7292.56,0.00184463,1.84463e-05,7534
7291.25,0.00184529,1.84529e-05,7535
7289.94,0.00184595,1.84595e-05,7536
7288.63,0.00184662,1.84662e-05,7537
7287.31,0.00184729,1.84729e-05,7538
7286,0.00184795,1.84795e-05,7539
7284.68,0.00184862,1.84862e-05,7540
7283.36,0.00184929,1.84929e-05,7541
7282.04,0.00184996,1.84996e-05,7542
7280.72,0.00185063,1.85063e-05,7543
7279.4,0.00185131,1.85131e-05,7544
7278.07,0.00185198,1.85198e-05,7545
7276.75,0.00185265,1.85265e-05,7546
7275.42,0.00185333,1.85333e-05,7547
7274.09,0.00185401,1.85401e-05,7548
7272.76,0.00185469,1.85469e-05,7549
7271.43,0.00185536,1.85536e-05,7550
7270.1,0.00185604,1.85604e-05,7551
7268.77,0.00185672,1.85672e-05,7552
7267.43,0.00185741,1.85741e-05,7553
7266.1,0.00185809,1.85809e-05,7554
7264.76,0.00185877,1.85877e-05,7555
7263.42,0.00185946,1.85946e-05,7556
7262.08,0.00186015,1.86015e-05,7557
7260.74,0.00186083,1.86083e-05,7558
7259.4,0.00186152,1.86152e-05,7559
7258.05,0.00186221,1.86221e-05,7560
7256.71,0.0018629,1.8629e-05,7561
7255.36,0.00186359,1.86359e-05,7562
7254.01,0.00186429,1.86429e-05,7563
7252.66,0.00186498,1.86498e-05,7564
7251.31,0.00186568,1.86568e-05,7565
7249.96,0.00186637,1.86637e-05,7566
7248.6,0.00186707,1.86707e-05,7567
7247.25,0.00186777,1.86777e-05,7568
7245.89,0.00186847,1.86847e-05,7569
7244.53,0.00186917,1.86917e-05,7570
7243.18,0.00186987,1.86987e-05,7571
7241.81,0.00187057,1.87057e-05,7572
7240.45,0.00187127,1.87127e-05,7573
7239.09,0.00187198,1.87198e-05,7574
7237.73,0.00187268,1.87268e-05,7575
7236.36,0.00187339,1.87339e-05,7576
7234.99,0.0018741,1.8741e-05,7577
7233.62,0.00187481,1.87481e-05,7578
7232.26,0.00187552,1.87552e-05,7579
7230.88,0.00187623,1.87623e-05,7580
7229.51,0.00187694,1.87694e-05,7581
7228.14,0.00187766,1.87766e-05,7582
7226.76,0.00187837,1.87837e-05,7583
7225.38,0.00187909,1.87909e-05,7584
7224.01,0.0018798,1.8798e-05,7585
7222.63,0.00188052,1.88052e-05,7586
7221.25,0.00188124,1.88124e-05,7587
7219.86,0.00188196,1.88196e-05,7588
7218.48,0.00188268,1.88268e-05,7589
7217.1,0.00188341,1.88341e-05,7590
7215.71,0.00188413,1.88413e-05,7591
7214.32,0.00188485,1.88485e-05,7592
7212.93,0.00188558,1.88558e-05,7593
7211.54,0.00188631,1.88631e-05,7594
7210.15,0.00188704,1.88704e-05,7595
7208.76,0.00188777,1.88777e-05,7596
7207.36,0.0018885,1.8885e-05,7597
7205.97,0.00188923,1.88923e-05,7598
7204.57,0.00188996,1.88996e-05,7599
7203.17,0.00189069,1.8907e-05,7600
7201.77,0.00189143,1.89143e-05,7601
7200.37,0.00189217,1.89217e-05,7602
7198.97,0.0018929,1.8929e-05,7603
7197.56,0.00189364,1.89364e-05,7604
7196.16,0.00189438,1.89438e-05,7605
7194.75,0.00189512,1.89512e-05,7606
7193.34,0.00189586,1.89586e-05,7607
7191.93,0.00189661,1.89661e-05,7608
7190.52,0.00189735,1.89735e-05,7609
7189.11,0.0018981,1.8981e-05,7610
7187.7,0.00189884,1.89885e-05,7611
7186.28,0.00189959,1.89959e-05,7612
7184.86,0.00190034,1.90034e-05,7613
7183.45,0.00190109,1.90109e-05,7614
7182.03,0.00190184,1.90184e-05,7615
7180.61,0.0019026,1.9026e-05,7616
7179.19,0.00190335,1.90335e-05,7617
7177.76,0.0019041,1.9041e-05,7618
7176.34,0.00190486,1.90486e-05,7619
7174.91,0.00190562,1.90562e-05,7620
7173.49,0.00190638,1.90638e-05,7621
7172.06,0.00190714,1.90714e-05,7622
7170.63,0.0019079,1.9079e-05,7623
7169.2,0.00190866,1.90866e-05,7624
7167.76,0.00190942,1.90942e-05,7625
7166.33,0.00191019,1.91019e-05,7626
7164.89,0.00191095,1.91095e-05,7627
7163.46,0.00191172,1.91172e-05,7628
7162.02,0.00191249,1.91249e-05,7629
7160.58,0.00191326,1.91326e-05,7630
7159.14,0.00191403,1.91403e-05,7631
7157.69,0.0019148,1.9148e-05,7632
7156.25,0.00191557,1.91557e-05,7633
7154.8,0.00191635,1.91635e-05,7634
7153.36,0.00191712,1.91712e-05,7635
7151.91,0.0019179,1.9179e-05,7636
7150.46,0.00191867,1.91867e-05,7637
7149.01,0.00191945,1.91945e-05,7638
7147.56,0.00192023,1.92023e-05,7639
7146.1,0.00192101,1.92101e-05,7640
7144.65,0.0019218,1.9218e-05,7641
7143.19,0.00192258,1.92258e-05,7642
7141.73,0.00192336,1.92336e-05,7643
7140.28,0.00192415,1.92415e-05,7644
7138.82,0.00192494,1.92494e-05,7645
7137.35,0.00192573,1.92573e-05,7646
7135.89,0.00192652,1.92652e-05,7647
7134.43,0.00192731,1.92731e-05,7648
7132.96,0.0019281,1.9281e-05,7649
7131.49,0.00192889,1.92889e-05,7650
7130.02,0.00192969,1.92969e-05,7651
7128.55,0.00193048,1.93048e-05,7652
7127.08,0.00193128,1.93128e-05,7653
7125.61,0.00193208,1.93208e-05,7654
7124.13,0.00193288,1.93288e-05,7655
7122.66,0.00193368,1.93368e-05,7656
7121.18,0.00193448,1.93448e-05,7657
7119.7,0.00193529,1.93529e-05,7658
7118.22,0.00193609,1.93609e-05,7659
7116.74,0.0019369,1.9369e-05,7660
7115.26,0.00193771,1.93771e-05,7661
7113.77,0.00193851,1.93851e-05,7662
7112.29,0.00193932,1.93932e-05,7663
7110.8,0.00194014,1.94014e-05,7664
7109.31,0.00194095,1.94095e-05,7665
7107.82,0.00194176,1.94176e-05,7666
7106.33,0.00194258,1.94258e-05,7667
7104.84,0.00194339,1.94339e-05,7668
7103.34,0.00194421,1.94421e-05,7669
7101.85,0.00194503,1.94503e-05,7670
7100.35,0.00194585,1.94585e-05,7671
7098.85,0.00194667,1.94667e-05,7672
7097.35,0.00194749,1.94749e-05,7673
7095.85,0.00194832,1.94832e-05,7674
7094.35,0.00194914,1.94914e-05,7675
7092.84,0.00194997,1.94997e-05,7676
7091.34,0.0019508,1.9508e-05,7677
7089.83,0.00195163,1.95163e-05,7678
7088.32,0.00195246,1.95246e-05,7679
7086.81,0.00195329,1.95329e-05,7680
7085.3,0.00195412,1.95412e-05,7681
7083.79,0.00195496,1.95496e-05,7682
7082.28,0.00195579,1.95579e-05,7683
7080.76,0.00195663,1.95663e-05,7684
7079.24,0.00195747,1.95747e-05,7685
7077.73,0.00195831,1.95831e-05,7686
7076.21,0.00195915,1.95915e-05,7687
7074.69,0.00195999,1.95999e-05,7688
7073.16,0.00196084,1.96084e-05,7689
7071.64,0.00196168,1.96168e-05,7690
7070.12,0.00196253,1.96253e-05,7691
7068.59,0.00196338,1.96338e-05,7692
7067.06,0.00196423,1.96423e-05,7693
7065.53,0.00196508,1.96508e-05,7694
7064,0.00196593,1.96593e-05,7695
7062.47,0.00196678,1.96678e-05,7696
7060.94,0.00196764,1.96764e-05,7697
7059.4,0.00196849,1.96849e-05,7698
7057.86,0.00196935,1.96935e-05,7699
7056.33,0.00197021,1.97021e-05,7700
7054.79,0.00197107,1.97107e-05,7701
7053.25,0.00197193,1.97193e-05,7702
7051.7,0.00197279,1.97279e-05,7703
7050.16,0.00197365,1.97365e-05,7704
7048.62,0.00197452,1.97452e-05,7705
7047.07,0.00197539,1.97539e-05,7706
7045.52,0.00197625,1.97625e-05,7707
7043.97,0.00197712,1.97712e-05,7708
7042.42,0.00197799,1.97799e-05,7709
7040.87,0.00197886,1.97886e-05,7710
7039.32,0.00197974,1.97974e-05,7711
7037.76,0.00198061,1.98061e-05,7712
7036.21,0.00198149,1.98149e-05,7713
7034.65,0.00198237,1.98237e-05,7714
7033.09,0.00198325,1.98325e-05,7715
7031.53,0.00198413,1.98412e-05,7716
7029.97,0.00198501,1.98501e-05,7717
7028.41,0.00198589,1.98589e-05,7718
7026.84,0.00198677,1.98677e-05,7719
7025.28,0.00198766,1.98766e-05,7720
7023.71,0.00198855,1.98855e-05,7721
7022.14,0.00198943,1.98943e-05,7722
7020.57,0.00199032,1.99032e-05,7723
7019,0.00199122,1.99122e-05,7724
7017.43,0.00199211,1.99211e-05,7725
7015.85,0.001993,1.993e-05,7726
7014.28,0.0019939,1.9939e-05,7727
7012.7,0.0019948,1.9948e-05,7728
7011.12,0.00199569,1.99569e-05,7729
7009.54,0.00199659,1.99659e-05,7730
7007.96,0.00199749,1.99749e-05,7731
7006.38,0.0019984,1.9984e-05,7732
7004.79,0.0019993,1.9993e-05,7733
7003.21,0.00200021,2.00021e-05,7734
